index,timestamp
0,1749818718.0233078
1,1749818718.0592504
2,1749818718.0912766
3,1749818718.125245
4,1749818718.156377
5,1749818718.189368
6,1749818718.2226546
7,1749818718.255654
8,1749818718.2890646
9,1749818718.3326504
10,1749818718.3553975
11,1749818718.399716
12,1749818718.4286773
13,1749818718.4552057
14,1749818718.4885657
15,1749818718.5215652
16,1749818718.5546117
17,1749818718.5915892
18,1749818718.6211448
19,1749818718.6562285
20,1749818718.688368
21,1749818718.7206786
22,1749818718.7541368
23,1749818718.7873232
24,1749818718.8204613
25,1749818718.8538816
26,1749818718.8876188
27,1749818718.920463
28,1749818718.962191
29,1749818718.986799
30,1749818719.0202477
31,1749818719.063047
32,1749818719.0961359
33,1749818719.1301212
34,1749818719.173933
35,1749818719.1881917
36,1749818719.2189896
37,1749818719.2525015
38,1749818719.2854223
39,1749818719.318754
40,1749818719.352199
41,1749818719.3854015
42,1749818719.4183614
43,1749818719.4616008
44,1749818719.484833
45,1749818719.5180676
46,1749818719.5513513
47,1749818719.5845141
48,1749818719.6219308
49,1749818719.6546783
50,1749818719.6872015
51,1749818719.720981
52,1749818719.7517998
53,1749818719.787346
54,1749818719.8186026
55,1749818719.8526068
56,1749818719.884733
57,1749818719.918671
58,1749818719.9511037
59,1749818719.9852667
60,1749818720.0175374
61,1749818720.0534492
62,1749818720.0843637
63,1749818720.1183774
64,1749818720.1506863
65,1749818720.1860564
66,1749818720.2164235
67,1749818720.2497866
68,1749818720.2836492
69,1749818720.3175147
70,1749818720.3502824
71,1749818720.3839676
72,1749818720.4162433
73,1749818720.4518392
74,1749818720.4833791
75,1749818720.5173583
76,1749818720.5509553
77,1749818720.5850198
78,1749818720.6159177
79,1749818720.6497781
80,1749818720.6822395
81,1749818720.7172306
82,1749818720.748021
83,1749818720.7809749
84,1749818720.81423
85,1749818720.847443
86,1749818720.8807032
87,1749818720.913808
88,1749818720.9472053
89,1749818720.980423
90,1749818721.0136204
91,1749818721.0467935
92,1749818721.0807402
93,1749818721.1157644
94,1749818721.1463988
95,1749818721.179694
96,1749818721.2127733
97,1749818721.2475932
98,1749818721.281348
99,1749818721.3125663
100,1749818721.3478563
101,1749818721.3790193
102,1749818721.4122565
103,1749818721.4469466
104,1749818721.4793098
105,1749818721.514467
106,1749818721.5453901
107,1749818721.5796657
108,1749818721.611725
109,1749818721.6448298
110,1749818721.6780875
111,1749818721.7114105
112,1749818721.7446136
113,1749818721.7778342
114,1749818721.8109515
115,1749818721.8443332
116,1749818721.877601
117,1749818721.9107635
118,1749818721.94408
119,1749818721.9772499
120,1749818722.0103507
121,1749818722.0436661
122,1749818722.076872
123,1749818722.1114938
124,1749818722.144087
125,1749818722.17798
126,1749818722.211765
127,1749818722.2442527
128,1749818722.278302
129,1749818722.309747
130,1749818722.342706
131,1749818722.3784602
132,1749818722.4090457
133,1749818722.4422538
134,1749818722.4760144
135,1749818722.5099714
136,1749818722.542455
137,1749818722.5763986
138,1749818722.6101706
139,1749818722.6413524
140,1749818722.676638
141,1749818722.7078116
142,1749818722.7430165
143,1749818722.774247
144,1749818722.8082297
145,1749818722.8423607
146,1749818722.8746443
147,1749818722.9096174
148,1749818722.9404032
149,1749818722.9751155
150,1749818723.0087929
151,1749818723.0400305
152,1749818723.0732193
153,1749818723.1065001
154,1749818723.1397536
155,1749818723.1729283
156,1749818723.2062948
157,1749818723.2415514
158,1749818723.2731378
159,1749818723.308592
160,1749818723.3391137
161,1749818723.3724883
162,1749818723.4056284
163,1749818723.438973
164,1749818723.472048
165,1749818723.5078435
166,1749818723.5386102
167,1749818723.571902
168,1749818723.6049814
169,1749818723.6381063
170,1749818723.6713808
171,1749818723.7047803
172,1749818723.7377748
173,1749818723.7708123
174,1749818723.8041692
175,1749818723.837488
176,1749818723.8706818
177,1749818723.9038603
178,1749818723.937072
179,1749818723.970277
180,1749818724.0033867
181,1749818724.0381587
182,1749818724.0719538
183,1749818724.1032152
184,1749818724.1365502
185,1749818724.172311
186,1749818724.2031252
187,1749818724.236402
188,1749818724.2694256
189,1749818724.3133495
190,1749818724.337337
191,1749818724.3706112
192,1749818724.4035518
193,1749818724.4370837
194,1749818724.4694629
195,1749818724.5036342
196,1749818724.5361972
197,1749818724.5699797
198,1749818724.602225
199,1749818724.6361992
200,1749818724.6698816
201,1749818724.7012293
202,1749818724.7343006
203,1749818724.7675352
204,1749818724.8007789
205,1749818724.8354995
206,1749818724.8691642
207,1749818724.9004
208,1749818724.93612
209,1749818724.9668286
210,1749818725.002265
211,1749818725.0332773
212,1749818725.0685382
213,1749818725.0997238
214,1749818725.1330929
215,1749818725.1687784
216,1749818725.1994138
217,1749818725.232648
218,1749818725.2658143
219,1749818725.303757
220,1749818725.3324647
221,1749818725.365529
222,1749818725.3994749
223,1749818725.4335752
224,1749818725.4659357
225,1749818725.500048
226,1749818725.5323431
227,1749818725.5666625
228,1749818725.5988317
229,1749818725.6338432
230,1749818725.6645885
231,1749818725.6978443
232,1749818725.731035
233,1749818725.7642586
234,1749818725.7973683
235,1749818725.8321712
236,1749818725.865826
237,1749818725.8972912
238,1749818725.9310718
239,1749818725.965143
240,1749818725.9977598
241,1749818726.032404
242,1749818726.0652711
243,1749818726.0964582
244,1749818726.1297991
245,1749818726.1628618
246,1749818726.1963425
247,1749818726.2296782
248,1749818726.2625895
249,1749818726.2957592
250,1749818726.3290172
251,1749818726.3621671
252,1749818726.3961773
253,1749818726.428812
254,1749818726.463912
255,1749818726.497316
256,1749818726.5291927
257,1749818726.5632913
258,1749818726.5956078
259,1749818726.6296995
260,1749818726.662007
261,1749818726.6959527
262,1749818726.7282865
263,1749818726.7631135
264,1749818726.7960615
265,1749818726.827321
266,1749818726.8605125
267,1749818726.8938174
268,1749818726.927068
269,1749818726.9600654
270,1749818726.9941287
271,1749818727.0266454
272,1749818727.0598907
273,1749818727.0935266
274,1749818727.1262052
275,1749818727.1596591
276,1749818727.1928167
277,1749818727.2262237
278,1749818727.2592502
279,1749818727.2924745
280,1749818727.3276033
281,1749818727.3625467
282,1749818727.3920557
283,1749818727.4252756
284,1749818727.458495
285,1749818727.4917448
286,1749818727.5257025
287,1749818727.5598052
288,1749818727.5945787
289,1749818727.624728
290,1749818727.661032
291,1749818727.6949852
292,1749818727.7246168
293,1749818727.758709
294,1749818727.7906928
295,1749818727.8264122
296,1749818727.85724
297,1749818727.8904824
298,1749818727.923682
299,1749818727.9574664
300,1749818727.9908488
301,1749818728.0259788
302,1749818728.0567212
303,1749818728.092431
304,1749818728.1230192
305,1749818728.1562982
306,1749818728.189485
307,1749818728.222596
308,1749818728.2557893
309,1749818728.2890875
310,1749818728.3223014
311,1749818728.3555598
312,1749818728.3887901
313,1749818728.4219036
314,1749818728.4558592
315,1749818728.4899464
316,1749818728.523637
317,1749818728.554927
318,1749818728.5881526
319,1749818728.621245
320,1749818728.6555474
321,1749818728.6896203
322,1749818728.721654
323,1749818728.7575939
324,1749818728.7874384
325,1749818728.8207269
326,1749818728.8538203
327,1749818728.8896637
328,1749818728.9202623
329,1749818728.953515
330,1749818728.986896
331,1749818729.0216503
332,1749818729.0539236
333,1749818729.0880768
334,1749818729.1216295
335,1749818729.1528978
336,1749818729.1881375
337,1749818729.2192647
338,1749818729.2545238
339,1749818729.2856922
340,1749818729.3196566
341,1749818729.3538365
342,1749818729.3877187
343,1749818729.4215019
344,1749818729.4519148
345,1749818729.4877272
346,1749818729.5182843
347,1749818729.5612147
348,1749818729.5878747
349,1749818729.6180365
350,1749818729.6520002
351,1749818729.6873674
352,1749818729.7176783
353,1749818729.7509527
354,1749818729.7844074
355,1749818729.8172827
356,1749818729.850557
357,1749818729.8837576
358,1749818729.9170644
359,1749818729.9518106
360,1749818729.9841323
361,1749818730.0191705
362,1749818730.0498996
363,1749818730.0855913
364,1749818730.1164267
365,1749818730.1535509
366,1749818730.1826468
367,1749818730.2176547
368,1749818730.2497652
369,1749818730.2839627
370,1749818730.31762
371,1749818730.3490226
372,1749818730.38271
373,1749818730.4178562
374,1749818730.448507
375,1749818730.48175
376,1749818730.5169537
377,1749818730.5482314
378,1749818730.5813663
379,1749818730.6161215
380,1749818730.6486294
381,1749818730.6827753
382,1749818730.7163079
383,1749818730.7475255
384,1749818730.7807589
385,1749818730.815595
386,1749818730.8478653
387,1749818730.882352
388,1749818730.9156399
389,1749818730.9472446
390,1749818730.9816046
391,1749818731.0160916
392,1749818731.0465503
393,1749818731.0797825
394,1749818731.1150177
395,1749818731.1463122
396,1749818731.1794686
397,1749818731.2154303
398,1749818731.2465951
399,1749818731.2805347
400,1749818731.3130968
401,1749818731.3469467
402,1749818731.3794253
403,1749818731.4133737
404,1749818731.4457505
405,1749818731.4795165
406,1749818731.5123653
407,1749818731.5462418
408,1749818731.5787687
409,1749818731.6128154
410,1749818731.6451023
411,1749818731.6788225
412,1749818731.7117195
413,1749818731.7453177
414,1749818731.7782664
415,1749818731.8119411
416,1749818731.8444722
417,1749818731.8783994
418,1749818731.911365
419,1749818731.9451003
420,1749818731.977224
421,1749818732.0111132
422,1749818732.0440028
423,1749818732.0779772
424,1749818732.110294
425,1749818732.1440022
426,1749818732.1768324
427,1749818732.2104433
428,1749818732.24321
429,1749818732.2771606
430,1749818732.309937
431,1749818732.3437843
432,1749818732.376191
433,1749818732.410005
434,1749818732.4424105
435,1749818732.4763079
436,1749818732.509032
437,1749818732.5430546
438,1749818732.5753312
439,1749818732.6092253
440,1749818732.6418843
441,1749818732.67557
442,1749818732.7085195
443,1749818732.7430906
444,1749818732.7747018
445,1749818732.8084538
446,1749818732.841267
447,1749818732.8748484
448,1749818732.907569
449,1749818732.941728
450,1749818732.9738786
451,1749818733.0078588
452,1749818733.0403574
453,1749818733.0742075
454,1749818733.1068256
455,1749818733.1410227
456,1749818733.173258
457,1749818733.2070377
458,1749818733.239733
459,1749818733.2738833
460,1749818733.306282
461,1749818733.3404467
462,1749818733.3727264
463,1749818733.406577
464,1749818733.4391067
465,1749818733.4730148
466,1749818733.5055575
467,1749818733.539401
468,1749818733.5720289
469,1749818733.605806
470,1749818733.6383257
471,1749818733.672454
472,1749818733.7046957
473,1749818733.7391229
474,1749818733.771347
475,1749818733.8052733
476,1749818733.837577
477,1749818733.8714676
478,1749818733.9042504
479,1749818733.938772
480,1749818733.9705374
481,1749818734.004551
482,1749818734.0370817
483,1749818734.0710764
484,1749818734.10352
485,1749818734.1371675
486,1749818734.1699843
487,1749818734.2037222
488,1749818734.236337
489,1749818734.2701333
490,1749818734.3029459
491,1749818734.3367202
492,1749818734.3691754
493,1749818734.4032402
494,1749818734.4356363
495,1749818734.469381
496,1749818734.5022092
497,1749818734.535962
498,1749818734.568642
499,1749818734.6025674
500,1749818734.6350067
501,1749818734.6688027
502,1749818734.701429
503,1749818734.7353623
504,1749818734.767666
505,1749818734.8011866
506,1749818734.8341792
507,1749818734.8680308
508,1749818734.9007542
509,1749818734.934807
510,1749818734.967109
511,1749818735.0013971
512,1749818735.0335877
513,1749818735.0673246
514,1749818735.1007726
515,1749818735.1343124
516,1749818735.1664674
517,1749818735.2003598
518,1749818735.2330365
519,1749818735.2669852
520,1749818735.2995622
521,1749818735.3337014
522,1749818735.367327
523,1749818735.401728
524,1749818735.4325647
525,1749818735.4661422
526,1749818735.498866
527,1749818735.5329158
528,1749818735.5652335
529,1749818735.5990262
530,1749818735.631717
531,1749818735.665785
532,1749818735.6981153
533,1749818735.7321825
534,1749818735.7646103
535,1749818735.7982512
536,1749818735.8309984
537,1749818735.8651214
538,1749818735.897443
539,1749818735.9314954
540,1749818735.9645574
541,1749818735.9981673
542,1749818736.030261
543,1749818736.0640872
544,1749818736.0968986
545,1749818736.1307807
546,1749818736.1643467
547,1749818736.197199
548,1749818736.2296014
549,1749818736.2637815
550,1749818736.296191
551,1749818736.3298888
552,1749818736.36258
553,1749818736.3963377
554,1749818736.4290133
555,1749818736.4629748
556,1749818736.4954433
557,1749818736.5296721
558,1749818736.5619838
559,1749818736.5957904
560,1749818736.6282713
561,1749818736.6621547
562,1749818736.6947417
563,1749818736.7286308
564,1749818736.7612762
565,1749818736.7951903
566,1749818736.8275669
567,1749818736.8616638
568,1749818736.8940933
569,1749818736.928006
570,1749818736.960602
571,1749818736.9943264
572,1749818737.02699
573,1749818737.0609403
574,1749818737.093497
575,1749818737.1271513
576,1749818737.158914
577,1749818737.1937697
578,1749818737.2264569
579,1749818737.2604463
580,1749818737.2929962
581,1749818737.3266568
582,1749818737.3591912
583,1749818737.3933952
584,1749818737.4255762
585,1749818737.4595423
586,1749818737.4921262
587,1749818737.525914
588,1749818737.5586195
589,1749818737.5924788
590,1749818737.6250398
591,1749818737.6592453
592,1749818737.6917758
593,1749818737.7256045
594,1749818737.758076
595,1749818737.790779
596,1749818737.824587
597,1749818737.8591447
598,1749818737.891874
599,1749818737.924739
600,1749818737.9573958
601,1749818737.9912264
602,1749818738.025368
603,1749818738.058798
604,1749818738.0924244
605,1749818738.124043
606,1749818738.1566718
607,1749818738.1908903
608,1749818738.2230546
609,1749818738.2570112
610,1749818738.2897103
611,1749818738.3238432
612,1749818738.3560445
613,1749818738.3899276
614,1749818738.4227483
615,1749818738.4567666
616,1749818738.4911587
617,1749818738.5231626
618,1749818738.5553823
619,1749818738.5911438
620,1749818738.6228123
621,1749818738.655866
622,1749818738.688572
623,1749818738.7224894
624,1749818738.7551398
625,1749818738.789962
626,1749818738.821574
627,1749818738.8551154
628,1749818738.8878083
629,1749818738.9213653
630,1749818738.954074
631,1749818738.9879599
632,1749818739.0205722
633,1749818739.0556111
634,1749818739.0871735
635,1749818739.1211135
636,1749818739.153378
637,1749818739.1874223
638,1749818739.2196848
639,1749818739.2536411
640,1749818739.2862785
641,1749818739.3199632
642,1749818739.352824
643,1749818739.3867147
644,1749818739.419199
645,1749818739.453201
646,1749818739.485454
647,1749818739.5196528
648,1749818739.552218
649,1749818739.5858898
650,1749818739.6184964
651,1749818739.653107
652,1749818739.6853812
653,1749818739.7189927
654,1749818739.7513933
655,1749818739.7851562
656,1749818739.8177779
657,1749818739.8525586
658,1749818739.8842304
659,1749818739.9180927
660,1749818739.9506636
661,1749818739.9844408
662,1749818740.017423
663,1749818740.0509443
664,1749818740.0834858
665,1749818740.117705
666,1749818740.150074
667,1749818740.18398
668,1749818740.2164376
669,1749818740.2508016
670,1749818740.2852864
671,1749818740.318071
672,1749818740.350799
673,1749818740.3848166
674,1749818740.417248
675,1749818740.4499414
676,1749818740.4823241
677,1749818740.5162644
678,1749818740.5486486
679,1749818740.582682
680,1749818740.6169262
681,1749818740.6494107
682,1749818740.6818361
683,1749818740.715389
684,1749818740.7481048
685,1749818740.782024
686,1749818740.8144612
687,1749818740.8480766
688,1749818740.8808272
689,1749818740.914598
690,1749818740.9471648
691,1749818740.9810715
692,1749818741.0137703
693,1749818741.0473697
694,1749818741.0800304
695,1749818741.115621
696,1749818741.1481278
697,1749818741.181413
698,1749818741.2150075
699,1749818741.247773
700,1749818741.2793975
701,1749818741.3131392
702,1749818741.3457549
703,1749818741.3798342
704,1749818741.4124587
705,1749818741.445995
706,1749818741.4788246
707,1749818741.5129135
708,1749818741.5452392
709,1749818741.5794036
710,1749818741.6130722
711,1749818741.6467822
712,1749818741.6781933
713,1749818741.712204
714,1749818741.744759
