index,align_timestamp
141,"[5415.5024 5415.602  5415.702  5415.8022 5415.9023 5416.0024 5416.102
 5416.202  5416.3022 5416.4023 5416.5024 5416.602  5416.702  5416.8022
 5416.9023 5417.0024]"
142,"[5415.602  5415.702  5415.8022 5415.9023 5416.0024 5416.102  5416.202
 5416.3022 5416.4023 5416.5024 5416.602  5416.702  5416.8022 5416.9023
 5417.0024 5417.102 ]"
143,"[5415.702  5415.8022 5415.9023 5416.0024 5416.102  5416.202  5416.3022
 5416.4023 5416.5024 5416.602  5416.702  5416.8022 5416.9023 5417.0024
 5417.102  5417.202 ]"
144,"[5415.8022 5415.9023 5416.0024 5416.102  5416.202  5416.3022 5416.4023
 5416.5024 5416.602  5416.702  5416.8022 5416.9023 5417.0024 5417.102
 5417.202  5417.3022]"
145,"[5415.9023 5416.0024 5416.102  5416.202  5416.3022 5416.4023 5416.5024
 5416.602  5416.702  5416.8022 5416.9023 5417.0024 5417.102  5417.202
 5417.3022 5417.4023]"
146,"[5416.0024 5416.102  5416.202  5416.3022 5416.4023 5416.5024 5416.602
 5416.702  5416.8022 5416.9023 5417.0024 5417.102  5417.202  5417.3022
 5417.4023 5417.5024]"
147,"[5416.102  5416.202  5416.3022 5416.4023 5416.5024 5416.602  5416.702
 5416.8022 5416.9023 5417.0024 5417.102  5417.202  5417.3022 5417.4023
 5417.5024 5417.602 ]"
148,"[5416.202  5416.3022 5416.4023 5416.5024 5416.602  5416.702  5416.8022
 5416.9023 5417.0024 5417.102  5417.202  5417.3022 5417.4023 5417.5024
 5417.602  5417.702 ]"
149,"[5416.3022 5416.4023 5416.5024 5416.602  5416.702  5416.8022 5416.9023
 5417.0024 5417.102  5417.202  5417.3022 5417.4023 5417.5024 5417.602
 5417.702  5417.8022]"
150,"[5416.4023 5416.5024 5416.602  5416.702  5416.8022 5416.9023 5417.0024
 5417.102  5417.202  5417.3022 5417.4023 5417.5024 5417.602  5417.702
 5417.8022 5417.9023]"
151,"[5416.5024 5416.602  5416.702  5416.8022 5416.9023 5417.0024 5417.102
 5417.202  5417.3022 5417.4023 5417.5024 5417.602  5417.702  5417.8022
 5417.9023 5418.0024]"
152,"[5416.602  5416.702  5416.8022 5416.9023 5417.0024 5417.102  5417.202
 5417.3022 5417.4023 5417.5024 5417.602  5417.702  5417.8022 5417.9023
 5418.0024 5418.102 ]"
153,"[5416.702  5416.8022 5416.9023 5417.0024 5417.102  5417.202  5417.3022
 5417.4023 5417.5024 5417.602  5417.702  5417.8022 5417.9023 5418.0024
 5418.102  5418.202 ]"
154,"[5416.8022 5416.9023 5417.0024 5417.102  5417.202  5417.3022 5417.4023
 5417.5024 5417.602  5417.702  5417.8022 5417.9023 5418.0024 5418.102
 5418.202  5418.3022]"
155,"[5416.9023 5417.0024 5417.102  5417.202  5417.3022 5417.4023 5417.5024
 5417.602  5417.702  5417.8022 5417.9023 5418.0024 5418.102  5418.202
 5418.3022 5418.4023]"
156,"[5417.0024 5417.102  5417.202  5417.3022 5417.4023 5417.5024 5417.602
 5417.702  5417.8022 5417.9023 5418.0024 5418.102  5418.202  5418.3022
 5418.4023 5418.5024]"
157,"[5417.102  5417.202  5417.3022 5417.4023 5417.5024 5417.602  5417.702
 5417.8022 5417.9023 5418.0024 5418.102  5418.202  5418.3022 5418.4023
 5418.5024 5418.602 ]"
158,"[5417.202  5417.3022 5417.4023 5417.5024 5417.602  5417.702  5417.8022
 5417.9023 5418.0024 5418.102  5418.202  5418.3022 5418.4023 5418.5024
 5418.602  5418.702 ]"
159,"[5417.3022 5417.4023 5417.5024 5417.602  5417.702  5417.8022 5417.9023
 5418.0024 5418.102  5418.202  5418.3022 5418.4023 5418.5024 5418.602
 5418.702  5418.8022]"
160,"[5417.4023 5417.5024 5417.602  5417.702  5417.8022 5417.9023 5418.0024
 5418.102  5418.202  5418.3022 5418.4023 5418.5024 5418.602  5418.702
 5418.8022 5418.9023]"
161,"[5417.5024 5417.602  5417.702  5417.8022 5417.9023 5418.0024 5418.102
 5418.202  5418.3022 5418.4023 5418.5024 5418.602  5418.702  5418.8022
 5418.9023 5419.0024]"
162,"[5417.602  5417.702  5417.8022 5417.9023 5418.0024 5418.102  5418.202
 5418.3022 5418.4023 5418.5024 5418.602  5418.702  5418.8022 5418.9023
 5419.0024 5419.102 ]"
163,"[5417.702  5417.8022 5417.9023 5418.0024 5418.102  5418.202  5418.3022
 5418.4023 5418.5024 5418.602  5418.702  5418.8022 5418.9023 5419.0024
 5419.102  5419.202 ]"
164,"[5417.8022 5417.9023 5418.0024 5418.102  5418.202  5418.3022 5418.4023
 5418.5024 5418.602  5418.702  5418.8022 5418.9023 5419.0024 5419.102
 5419.202  5419.3022]"
165,"[5417.9023 5418.0024 5418.102  5418.202  5418.3022 5418.4023 5418.5024
 5418.602  5418.702  5418.8022 5418.9023 5419.0024 5419.102  5419.202
 5419.3022 5419.4023]"
166,"[5418.0024 5418.102  5418.202  5418.3022 5418.4023 5418.5024 5418.602
 5418.702  5418.8022 5418.9023 5419.0024 5419.102  5419.202  5419.3022
 5419.4023 5419.5024]"
167,"[5418.102  5418.202  5418.3022 5418.4023 5418.5024 5418.602  5418.702
 5418.8022 5418.9023 5419.0024 5419.102  5419.202  5419.3022 5419.4023
 5419.5024 5419.602 ]"
168,"[5418.202  5418.3022 5418.4023 5418.5024 5418.602  5418.702  5418.8022
 5418.9023 5419.0024 5419.102  5419.202  5419.3022 5419.4023 5419.5024
 5419.602  5419.702 ]"
169,"[5418.3022 5418.4023 5418.5024 5418.602  5418.702  5418.8022 5418.9023
 5419.0024 5419.102  5419.202  5419.3022 5419.4023 5419.5024 5419.602
 5419.702  5419.8022]"
170,"[5418.4023 5418.5024 5418.602  5418.702  5418.8022 5418.9023 5419.0024
 5419.102  5419.202  5419.3022 5419.4023 5419.5024 5419.602  5419.702
 5419.8022 5419.9023]"
171,"[5418.5024 5418.602  5418.702  5418.8022 5418.9023 5419.0024 5419.102
 5419.202  5419.3022 5419.4023 5419.5024 5419.602  5419.702  5419.8022
 5419.9023 5420.0024]"
172,"[5418.602  5418.702  5418.8022 5418.9023 5419.0024 5419.102  5419.202
 5419.3022 5419.4023 5419.5024 5419.602  5419.702  5419.8022 5419.9023
 5420.0024 5420.102 ]"
173,"[5418.702  5418.8022 5418.9023 5419.0024 5419.102  5419.202  5419.3022
 5419.4023 5419.5024 5419.602  5419.702  5419.8022 5419.9023 5420.0024
 5420.102  5420.202 ]"
174,"[5418.8022 5418.9023 5419.0024 5419.102  5419.202  5419.3022 5419.4023
 5419.5024 5419.602  5419.702  5419.8022 5419.9023 5420.0024 5420.102
 5420.202  5420.3022]"
175,"[5418.9023 5419.0024 5419.102  5419.202  5419.3022 5419.4023 5419.5024
 5419.602  5419.702  5419.8022 5419.9023 5420.0024 5420.102  5420.202
 5420.3022 5420.4023]"
176,"[5419.0024 5419.102  5419.202  5419.3022 5419.4023 5419.5024 5419.602
 5419.702  5419.8022 5419.9023 5420.0024 5420.102  5420.202  5420.3022
 5420.4023 5420.5024]"
177,"[5419.102  5419.202  5419.3022 5419.4023 5419.5024 5419.602  5419.702
 5419.8022 5419.9023 5420.0024 5420.102  5420.202  5420.3022 5420.4023
 5420.5024 5420.602 ]"
178,"[5419.202  5419.3022 5419.4023 5419.5024 5419.602  5419.702  5419.8022
 5419.9023 5420.0024 5420.102  5420.202  5420.3022 5420.4023 5420.5024
 5420.602  5420.702 ]"
179,"[5419.3022 5419.4023 5419.5024 5419.602  5419.702  5419.8022 5419.9023
 5420.0024 5420.102  5420.202  5420.3022 5420.4023 5420.5024 5420.602
 5420.702  5420.8022]"
180,"[5419.4023 5419.5024 5419.602  5419.702  5419.8022 5419.9023 5420.0024
 5420.102  5420.202  5420.3022 5420.4023 5420.5024 5420.602  5420.702
 5420.8022 5420.9023]"
181,"[5419.5024 5419.602  5419.702  5419.8022 5419.9023 5420.0024 5420.102
 5420.202  5420.3022 5420.4023 5420.5024 5420.602  5420.702  5420.8022
 5420.9023 5421.0024]"
182,"[5419.602  5419.702  5419.8022 5419.9023 5420.0024 5420.102  5420.202
 5420.3022 5420.4023 5420.5024 5420.602  5420.702  5420.8022 5420.9023
 5421.0024 5421.102 ]"
183,"[5419.702  5419.8022 5419.9023 5420.0024 5420.102  5420.202  5420.3022
 5420.4023 5420.5024 5420.602  5420.702  5420.8022 5420.9023 5421.0024
 5421.102  5421.202 ]"
184,"[5419.8022 5419.9023 5420.0024 5420.102  5420.202  5420.3022 5420.4023
 5420.5024 5420.602  5420.702  5420.8022 5420.9023 5421.0024 5421.102
 5421.202  5421.3022]"
185,"[5419.9023 5420.0024 5420.102  5420.202  5420.3022 5420.4023 5420.5024
 5420.602  5420.702  5420.8022 5420.9023 5421.0024 5421.102  5421.202
 5421.3022 5421.4023]"
186,"[5420.0024 5420.102  5420.202  5420.3022 5420.4023 5420.5024 5420.602
 5420.702  5420.8022 5420.9023 5421.0024 5421.102  5421.202  5421.3022
 5421.4023 5421.5024]"
187,"[5420.102  5420.202  5420.3022 5420.4023 5420.5024 5420.602  5420.702
 5420.8022 5420.9023 5421.0024 5421.102  5421.202  5421.3022 5421.4023
 5421.5024 5421.602 ]"
188,"[5420.202  5420.3022 5420.4023 5420.5024 5420.602  5420.702  5420.8022
 5420.9023 5421.0024 5421.102  5421.202  5421.3022 5421.4023 5421.5024
 5421.602  5421.702 ]"
189,"[5420.3022 5420.4023 5420.5024 5420.602  5420.702  5420.8022 5420.9023
 5421.0024 5421.102  5421.202  5421.3022 5421.4023 5421.5024 5421.602
 5421.702  5421.8022]"
190,"[5420.4023 5420.5024 5420.602  5420.702  5420.8022 5420.9023 5421.0024
 5421.102  5421.202  5421.3022 5421.4023 5421.5024 5421.602  5421.702
 5421.8022 5421.8022]"
191,"[5420.5024 5420.602  5420.702  5420.8022 5420.9023 5421.0024 5421.102
 5421.202  5421.3022 5421.4023 5421.5024 5421.602  5421.702  5421.8022
 5421.8022 5421.8022]"
192,"[5420.602  5420.702  5420.8022 5420.9023 5421.0024 5421.102  5421.202
 5421.3022 5421.4023 5421.5024 5421.602  5421.702  5421.8022 5421.8022
 5421.8022 5421.8022]"
193,"[5420.702  5420.8022 5420.9023 5421.0024 5421.102  5421.202  5421.3022
 5421.4023 5421.5024 5421.602  5421.702  5421.8022 5421.8022 5421.8022
 5421.8022 5421.8022]"
194,"[5420.8022 5420.9023 5421.0024 5421.102  5421.202  5421.3022 5421.4023
 5421.5024 5421.602  5421.702  5421.8022 5421.8022 5421.8022 5421.8022
 5421.8022 5421.8022]"
195,"[5420.9023 5421.0024 5421.102  5421.202  5421.3022 5421.4023 5421.5024
 5421.602  5421.702  5421.8022 5421.8022 5421.8022 5421.8022 5421.8022
 5421.8022 5421.8022]"
196,"[5421.0024 5421.102  5421.202  5421.3022 5421.4023 5421.5024 5421.602
 5421.702  5421.8022 5421.8022 5421.8022 5421.8022 5421.8022 5421.8022
 5421.8022 5421.8022]"
197,"[5456.9023 5456.9023 5457.0024 5457.102  5457.202  5457.3022 5457.4023
 5457.5024 5457.602  5457.702  5457.8022 5457.9023 5457.9023 5458.102
 5458.202  5458.3022]"
198,"[5456.9023 5457.0024 5457.102  5457.202  5457.3022 5457.4023 5457.5024
 5457.602  5457.702  5457.8022 5457.9023 5457.9023 5458.102  5458.202
 5458.3022 5458.4023]"
199,"[5457.0024 5457.102  5457.202  5457.3022 5457.4023 5457.5024 5457.602
 5457.702  5457.8022 5457.9023 5457.9023 5458.102  5458.202  5458.3022
 5458.4023 5458.5024]"
200,"[5457.102  5457.202  5457.3022 5457.4023 5457.5024 5457.602  5457.702
 5457.8022 5457.9023 5457.9023 5458.102  5458.202  5458.3022 5458.4023
 5458.5024 5458.5024]"
201,"[5457.202  5457.3022 5457.4023 5457.5024 5457.602  5457.702  5457.8022
 5457.9023 5457.9023 5458.102  5458.202  5458.3022 5458.4023 5458.5024
 5458.5024 5458.602 ]"
202,"[5457.3022 5457.4023 5457.5024 5457.602  5457.702  5457.8022 5457.9023
 5457.9023 5458.102  5458.202  5458.3022 5458.4023 5458.5024 5458.5024
 5458.602  5458.8022]"
203,"[5457.4023 5457.5024 5457.602  5457.702  5457.8022 5457.9023 5457.9023
 5458.102  5458.202  5458.3022 5458.4023 5458.5024 5458.5024 5458.602
 5458.8022 5458.8022]"
204,"[5457.5024 5457.602  5457.702  5457.8022 5457.9023 5457.9023 5458.102
 5458.202  5458.3022 5458.4023 5458.5024 5458.5024 5458.602  5458.8022
 5458.8022 5458.9023]"
205,"[5457.602  5457.702  5457.8022 5457.9023 5457.9023 5458.102  5458.202
 5458.3022 5458.4023 5458.5024 5458.5024 5458.602  5458.8022 5458.8022
 5458.9023 5459.0024]"
206,"[5457.702  5457.8022 5457.9023 5457.9023 5458.102  5458.202  5458.3022
 5458.4023 5458.5024 5458.5024 5458.602  5458.8022 5458.8022 5458.9023
 5459.0024 5459.102 ]"
207,"[5457.8022 5457.9023 5457.9023 5458.102  5458.202  5458.3022 5458.4023
 5458.5024 5458.5024 5458.602  5458.8022 5458.8022 5458.9023 5459.0024
 5459.102  5459.202 ]"
208,"[5457.9023 5457.9023 5458.102  5458.202  5458.3022 5458.4023 5458.5024
 5458.5024 5458.602  5458.8022 5458.8022 5458.9023 5459.0024 5459.102
 5459.202  5459.3022]"
209,"[5457.9023 5458.102  5458.202  5458.3022 5458.4023 5458.5024 5458.5024
 5458.602  5458.8022 5458.8022 5458.9023 5459.0024 5459.102  5459.202
 5459.3022 5459.4023]"
210,"[5458.102  5458.202  5458.3022 5458.4023 5458.5024 5458.5024 5458.602
 5458.8022 5458.8022 5458.9023 5459.0024 5459.102  5459.202  5459.3022
 5459.4023 5459.5024]"
211,"[5458.202  5458.3022 5458.4023 5458.5024 5458.5024 5458.602  5458.8022
 5458.8022 5458.9023 5459.0024 5459.102  5459.202  5459.3022 5459.4023
 5459.5024 5459.602 ]"
212,"[5458.3022 5458.4023 5458.5024 5458.5024 5458.602  5458.8022 5458.8022
 5458.9023 5459.0024 5459.102  5459.202  5459.3022 5459.4023 5459.5024
 5459.602  5459.702 ]"
213,"[5458.4023 5458.5024 5458.5024 5458.602  5458.8022 5458.8022 5458.9023
 5459.0024 5459.102  5459.202  5459.3022 5459.4023 5459.5024 5459.602
 5459.702  5459.8022]"
214,"[5458.5024 5458.5024 5458.602  5458.8022 5458.8022 5458.9023 5459.0024
 5459.102  5459.202  5459.3022 5459.4023 5459.5024 5459.602  5459.702
 5459.8022 5459.9023]"
215,"[5458.5024 5458.602  5458.8022 5458.8022 5458.9023 5459.0024 5459.102
 5459.202  5459.3022 5459.4023 5459.5024 5459.602  5459.702  5459.8022
 5459.9023 5460.0024]"
216,"[5458.602  5458.8022 5458.8022 5458.9023 5459.0024 5459.102  5459.202
 5459.3022 5459.4023 5459.5024 5459.602  5459.702  5459.8022 5459.9023
 5460.0024 5460.102 ]"
217,"[5458.8022 5458.8022 5458.9023 5459.0024 5459.102  5459.202  5459.3022
 5459.4023 5459.5024 5459.602  5459.702  5459.8022 5459.9023 5460.0024
 5460.102  5460.202 ]"
218,"[5458.8022 5458.9023 5459.0024 5459.102  5459.202  5459.3022 5459.4023
 5459.5024 5459.602  5459.702  5459.8022 5459.9023 5460.0024 5460.102
 5460.202  5460.3022]"
219,"[5458.9023 5459.0024 5459.102  5459.202  5459.3022 5459.4023 5459.5024
 5459.602  5459.702  5459.8022 5459.9023 5460.0024 5460.102  5460.202
 5460.3022 5460.4023]"
220,"[5459.0024 5459.102  5459.202  5459.3022 5459.4023 5459.5024 5459.602
 5459.702  5459.8022 5459.9023 5460.0024 5460.102  5460.202  5460.3022
 5460.4023 5460.5024]"
221,"[5459.102  5459.202  5459.3022 5459.4023 5459.5024 5459.602  5459.702
 5459.8022 5459.9023 5460.0024 5460.102  5460.202  5460.3022 5460.4023
 5460.5024 5460.602 ]"
222,"[5459.202  5459.3022 5459.4023 5459.5024 5459.602  5459.702  5459.8022
 5459.9023 5460.0024 5460.102  5460.202  5460.3022 5460.4023 5460.5024
 5460.602  5460.702 ]"
223,"[5459.3022 5459.4023 5459.5024 5459.602  5459.702  5459.8022 5459.9023
 5460.0024 5460.102  5460.202  5460.3022 5460.4023 5460.5024 5460.602
 5460.702  5460.8022]"
224,"[5459.4023 5459.5024 5459.602  5459.702  5459.8022 5459.9023 5460.0024
 5460.102  5460.202  5460.3022 5460.4023 5460.5024 5460.602  5460.702
 5460.8022 5460.9023]"
225,"[5459.5024 5459.602  5459.702  5459.8022 5459.9023 5460.0024 5460.102
 5460.202  5460.3022 5460.4023 5460.5024 5460.602  5460.702  5460.8022
 5460.9023 5461.0024]"
226,"[5459.602  5459.702  5459.8022 5459.9023 5460.0024 5460.102  5460.202
 5460.3022 5460.4023 5460.5024 5460.602  5460.702  5460.8022 5460.9023
 5461.0024 5461.102 ]"
227,"[5459.702  5459.8022 5459.9023 5460.0024 5460.102  5460.202  5460.3022
 5460.4023 5460.5024 5460.602  5460.702  5460.8022 5460.9023 5461.0024
 5461.102  5461.202 ]"
228,"[5459.8022 5459.9023 5460.0024 5460.102  5460.202  5460.3022 5460.4023
 5460.5024 5460.602  5460.702  5460.8022 5460.9023 5461.0024 5461.102
 5461.202  5461.3022]"
229,"[5459.9023 5460.0024 5460.102  5460.202  5460.3022 5460.4023 5460.5024
 5460.602  5460.702  5460.8022 5460.9023 5461.0024 5461.102  5461.202
 5461.3022 5461.4023]"
230,"[5460.0024 5460.102  5460.202  5460.3022 5460.4023 5460.5024 5460.602
 5460.702  5460.8022 5460.9023 5461.0024 5461.102  5461.202  5461.3022
 5461.4023 5461.5024]"
231,"[5460.102  5460.202  5460.3022 5460.4023 5460.5024 5460.602  5460.702
 5460.8022 5460.9023 5461.0024 5461.102  5461.202  5461.3022 5461.4023
 5461.5024 5461.602 ]"
232,"[5460.202  5460.3022 5460.4023 5460.5024 5460.602  5460.702  5460.8022
 5460.9023 5461.0024 5461.102  5461.202  5461.3022 5461.4023 5461.5024
 5461.602  5461.702 ]"
233,"[5460.3022 5460.4023 5460.5024 5460.602  5460.702  5460.8022 5460.9023
 5461.0024 5461.102  5461.202  5461.3022 5461.4023 5461.5024 5461.602
 5461.702  5461.8022]"
234,"[5460.4023 5460.5024 5460.602  5460.702  5460.8022 5460.9023 5461.0024
 5461.102  5461.202  5461.3022 5461.4023 5461.5024 5461.602  5461.702
 5461.8022 5461.9023]"
235,"[5460.5024 5460.602  5460.702  5460.8022 5460.9023 5461.0024 5461.102
 5461.202  5461.3022 5461.4023 5461.5024 5461.602  5461.702  5461.8022
 5461.9023 5462.0024]"
236,"[5460.602  5460.702  5460.8022 5460.9023 5461.0024 5461.102  5461.202
 5461.3022 5461.4023 5461.5024 5461.602  5461.702  5461.8022 5461.9023
 5462.0024 5462.102 ]"
237,"[5460.702  5460.8022 5460.9023 5461.0024 5461.102  5461.202  5461.3022
 5461.4023 5461.5024 5461.602  5461.702  5461.8022 5461.9023 5462.0024
 5462.102  5462.202 ]"
238,"[5460.8022 5460.9023 5461.0024 5461.102  5461.202  5461.3022 5461.4023
 5461.5024 5461.602  5461.702  5461.8022 5461.9023 5462.0024 5462.102
 5462.202  5462.3022]"
239,"[5460.9023 5461.0024 5461.102  5461.202  5461.3022 5461.4023 5461.5024
 5461.602  5461.702  5461.8022 5461.9023 5462.0024 5462.102  5462.202
 5462.3022 5462.4023]"
240,"[5461.0024 5461.102  5461.202  5461.3022 5461.4023 5461.5024 5461.602
 5461.702  5461.8022 5461.9023 5462.0024 5462.102  5462.202  5462.3022
 5462.4023 5462.5024]"
241,"[5461.102  5461.202  5461.3022 5461.4023 5461.5024 5461.602  5461.702
 5461.8022 5461.9023 5462.0024 5462.102  5462.202  5462.3022 5462.4023
 5462.5024 5462.602 ]"
242,"[5461.202  5461.3022 5461.4023 5461.5024 5461.602  5461.702  5461.8022
 5461.9023 5462.0024 5462.102  5462.202  5462.3022 5462.4023 5462.5024
 5462.602  5462.702 ]"
243,"[5461.3022 5461.4023 5461.5024 5461.602  5461.702  5461.8022 5461.9023
 5462.0024 5462.102  5462.202  5462.3022 5462.4023 5462.5024 5462.602
 5462.702  5462.8022]"
244,"[5461.4023 5461.5024 5461.602  5461.702  5461.8022 5461.9023 5462.0024
 5462.102  5462.202  5462.3022 5462.4023 5462.5024 5462.602  5462.702
 5462.8022 5462.9023]"
245,"[5461.5024 5461.602  5461.702  5461.8022 5461.9023 5462.0024 5462.102
 5462.202  5462.3022 5462.4023 5462.5024 5462.602  5462.702  5462.8022
 5462.9023 5463.0024]"
246,"[5461.602  5461.702  5461.8022 5461.9023 5462.0024 5462.102  5462.202
 5462.3022 5462.4023 5462.5024 5462.602  5462.702  5462.8022 5462.9023
 5463.0024 5463.102 ]"
247,"[5461.702  5461.8022 5461.9023 5462.0024 5462.102  5462.202  5462.3022
 5462.4023 5462.5024 5462.602  5462.702  5462.8022 5462.9023 5463.0024
 5463.102  5463.202 ]"
248,"[5461.8022 5461.9023 5462.0024 5462.102  5462.202  5462.3022 5462.4023
 5462.5024 5462.602  5462.702  5462.8022 5462.9023 5463.0024 5463.102
 5463.202  5463.3022]"
249,"[5461.9023 5462.0024 5462.102  5462.202  5462.3022 5462.4023 5462.5024
 5462.602  5462.702  5462.8022 5462.9023 5463.0024 5463.102  5463.202
 5463.3022 5463.4023]"
250,"[5462.0024 5462.102  5462.202  5462.3022 5462.4023 5462.5024 5462.602
 5462.702  5462.8022 5462.9023 5463.0024 5463.102  5463.202  5463.3022
 5463.4023 5463.5024]"
251,"[5462.102  5462.202  5462.3022 5462.4023 5462.5024 5462.602  5462.702
 5462.8022 5462.9023 5463.0024 5463.102  5463.202  5463.3022 5463.4023
 5463.5024 5463.602 ]"
252,"[5462.202  5462.3022 5462.4023 5462.5024 5462.602  5462.702  5462.8022
 5462.9023 5463.0024 5463.102  5463.202  5463.3022 5463.4023 5463.5024
 5463.602  5463.702 ]"
253,"[5462.3022 5462.4023 5462.5024 5462.602  5462.702  5462.8022 5462.9023
 5463.0024 5463.102  5463.202  5463.3022 5463.4023 5463.5024 5463.602
 5463.702  5463.8022]"
254,"[5462.4023 5462.5024 5462.602  5462.702  5462.8022 5462.9023 5463.0024
 5463.102  5463.202  5463.3022 5463.4023 5463.5024 5463.602  5463.702
 5463.8022 5463.9023]"
255,"[5462.5024 5462.602  5462.702  5462.8022 5462.9023 5463.0024 5463.102
 5463.202  5463.3022 5463.4023 5463.5024 5463.602  5463.702  5463.8022
 5463.9023 5464.0024]"
256,"[5462.602  5462.702  5462.8022 5462.9023 5463.0024 5463.102  5463.202
 5463.3022 5463.4023 5463.5024 5463.602  5463.702  5463.8022 5463.9023
 5464.0024 5464.102 ]"
257,"[5462.702  5462.8022 5462.9023 5463.0024 5463.102  5463.202  5463.3022
 5463.4023 5463.5024 5463.602  5463.702  5463.8022 5463.9023 5464.0024
 5464.102  5464.202 ]"
258,"[5462.8022 5462.9023 5463.0024 5463.102  5463.202  5463.3022 5463.4023
 5463.5024 5463.602  5463.702  5463.8022 5463.9023 5464.0024 5464.102
 5464.202  5464.3022]"
259,"[5462.9023 5463.0024 5463.102  5463.202  5463.3022 5463.4023 5463.5024
 5463.602  5463.702  5463.8022 5463.9023 5464.0024 5464.102  5464.202
 5464.3022 5464.4023]"
260,"[5463.0024 5463.102  5463.202  5463.3022 5463.4023 5463.5024 5463.602
 5463.702  5463.8022 5463.9023 5464.0024 5464.102  5464.202  5464.3022
 5464.4023 5464.5024]"
261,"[5463.102  5463.202  5463.3022 5463.4023 5463.5024 5463.602  5463.702
 5463.8022 5463.9023 5464.0024 5464.102  5464.202  5464.3022 5464.4023
 5464.5024 5464.602 ]"
262,"[5463.202  5463.3022 5463.4023 5463.5024 5463.602  5463.702  5463.8022
 5463.9023 5464.0024 5464.102  5464.202  5464.3022 5464.4023 5464.5024
 5464.602  5464.702 ]"
263,"[5463.3022 5463.4023 5463.5024 5463.602  5463.702  5463.8022 5463.9023
 5464.0024 5464.102  5464.202  5464.3022 5464.4023 5464.5024 5464.602
 5464.702  5464.8022]"
264,"[5463.4023 5463.5024 5463.602  5463.702  5463.8022 5463.9023 5464.0024
 5464.102  5464.202  5464.3022 5464.4023 5464.5024 5464.602  5464.702
 5464.8022 5464.9023]"
265,"[5463.5024 5463.602  5463.702  5463.8022 5463.9023 5464.0024 5464.102
 5464.202  5464.3022 5464.4023 5464.5024 5464.602  5464.702  5464.8022
 5464.9023 5465.0024]"
266,"[5463.602  5463.702  5463.8022 5463.9023 5464.0024 5464.102  5464.202
 5464.3022 5464.4023 5464.5024 5464.602  5464.702  5464.8022 5464.9023
 5465.0024 5465.102 ]"
267,"[5463.702  5463.8022 5463.9023 5464.0024 5464.102  5464.202  5464.3022
 5464.4023 5464.5024 5464.602  5464.702  5464.8022 5464.9023 5465.0024
 5465.102  5465.202 ]"
268,"[5463.8022 5463.9023 5464.0024 5464.102  5464.202  5464.3022 5464.4023
 5464.5024 5464.602  5464.702  5464.8022 5464.9023 5465.0024 5465.102
 5465.202  5465.3022]"
269,"[5463.9023 5464.0024 5464.102  5464.202  5464.3022 5464.4023 5464.5024
 5464.602  5464.702  5464.8022 5464.9023 5465.0024 5465.102  5465.202
 5465.3022 5465.4023]"
270,"[5464.0024 5464.102  5464.202  5464.3022 5464.4023 5464.5024 5464.602
 5464.702  5464.8022 5464.9023 5465.0024 5465.102  5465.202  5465.3022
 5465.4023 5465.5024]"
271,"[5464.102  5464.202  5464.3022 5464.4023 5464.5024 5464.602  5464.702
 5464.8022 5464.9023 5465.0024 5465.102  5465.202  5465.3022 5465.4023
 5465.5024 5465.602 ]"
272,"[5464.202  5464.3022 5464.4023 5464.5024 5464.602  5464.702  5464.8022
 5464.9023 5465.0024 5465.102  5465.202  5465.3022 5465.4023 5465.5024
 5465.602  5465.702 ]"
273,"[5464.3022 5464.4023 5464.5024 5464.602  5464.702  5464.8022 5464.9023
 5465.0024 5465.102  5465.202  5465.3022 5465.4023 5465.5024 5465.602
 5465.702  5465.8022]"
274,"[5464.4023 5464.5024 5464.602  5464.702  5464.8022 5464.9023 5465.0024
 5465.102  5465.202  5465.3022 5465.4023 5465.5024 5465.602  5465.702
 5465.8022 5465.9023]"
275,"[5464.5024 5464.602  5464.702  5464.8022 5464.9023 5465.0024 5465.102
 5465.202  5465.3022 5465.4023 5465.5024 5465.602  5465.702  5465.8022
 5465.9023 5466.0024]"
276,"[5464.602  5464.702  5464.8022 5464.9023 5465.0024 5465.102  5465.202
 5465.3022 5465.4023 5465.5024 5465.602  5465.702  5465.8022 5465.9023
 5466.0024 5466.102 ]"
277,"[5464.702  5464.8022 5464.9023 5465.0024 5465.102  5465.202  5465.3022
 5465.4023 5465.5024 5465.602  5465.702  5465.8022 5465.9023 5466.0024
 5466.102  5466.202 ]"
278,"[5464.8022 5464.9023 5465.0024 5465.102  5465.202  5465.3022 5465.4023
 5465.5024 5465.602  5465.702  5465.8022 5465.9023 5466.0024 5466.102
 5466.202  5466.3022]"
279,"[5464.9023 5465.0024 5465.102  5465.202  5465.3022 5465.4023 5465.5024
 5465.602  5465.702  5465.8022 5465.9023 5466.0024 5466.102  5466.202
 5466.3022 5466.4023]"
280,"[5465.0024 5465.102  5465.202  5465.3022 5465.4023 5465.5024 5465.602
 5465.702  5465.8022 5465.9023 5466.0024 5466.102  5466.202  5466.3022
 5466.4023 5466.5024]"
281,"[5465.102  5465.202  5465.3022 5465.4023 5465.5024 5465.602  5465.702
 5465.8022 5465.9023 5466.0024 5466.102  5466.202  5466.3022 5466.4023
 5466.5024 5466.602 ]"
