index,align_timestamp
282,"[5465.202  5465.3022 5465.4023 5465.5024 5465.602  5465.702  5465.8022
 5465.9023 5466.0024 5466.102  5466.202  5466.3022 5466.4023 5466.5024
 5466.602  5466.702 ]"
283,"[5465.3022 5465.4023 5465.5024 5465.602  5465.702  5465.8022 5465.9023
 5466.0024 5466.102  5466.202  5466.3022 5466.4023 5466.5024 5466.602
 5466.702  5466.8022]"
284,"[5465.4023 5465.5024 5465.602  5465.702  5465.8022 5465.9023 5466.0024
 5466.102  5466.202  5466.3022 5466.4023 5466.5024 5466.602  5466.702
 5466.8022 5466.9023]"
285,"[5465.5024 5465.602  5465.702  5465.8022 5465.9023 5466.0024 5466.102
 5466.202  5466.3022 5466.4023 5466.5024 5466.602  5466.702  5466.8022
 5466.9023 5467.0024]"
286,"[5465.602  5465.702  5465.8022 5465.9023 5466.0024 5466.102  5466.202
 5466.3022 5466.4023 5466.5024 5466.602  5466.702  5466.8022 5466.9023
 5467.0024 5467.102 ]"
287,"[5465.702  5465.8022 5465.9023 5466.0024 5466.102  5466.202  5466.3022
 5466.4023 5466.5024 5466.602  5466.702  5466.8022 5466.9023 5467.0024
 5467.102  5467.202 ]"
288,"[5465.8022 5465.9023 5466.0024 5466.102  5466.202  5466.3022 5466.4023
 5466.5024 5466.602  5466.702  5466.8022 5466.9023 5467.0024 5467.102
 5467.202  5467.3022]"
289,"[5465.9023 5466.0024 5466.102  5466.202  5466.3022 5466.4023 5466.5024
 5466.602  5466.702  5466.8022 5466.9023 5467.0024 5467.102  5467.202
 5467.3022 5467.4023]"
290,"[5466.0024 5466.102  5466.202  5466.3022 5466.4023 5466.5024 5466.602
 5466.702  5466.8022 5466.9023 5467.0024 5467.102  5467.202  5467.3022
 5467.4023 5467.5024]"
291,"[5466.102  5466.202  5466.3022 5466.4023 5466.5024 5466.602  5466.702
 5466.8022 5466.9023 5467.0024 5467.102  5467.202  5467.3022 5467.4023
 5467.5024 5467.602 ]"
292,"[5466.202  5466.3022 5466.4023 5466.5024 5466.602  5466.702  5466.8022
 5466.9023 5467.0024 5467.102  5467.202  5467.3022 5467.4023 5467.5024
 5467.602  5467.702 ]"
293,"[5466.3022 5466.4023 5466.5024 5466.602  5466.702  5466.8022 5466.9023
 5467.0024 5467.102  5467.202  5467.3022 5467.4023 5467.5024 5467.602
 5467.702  5467.8022]"
294,"[5466.4023 5466.5024 5466.602  5466.702  5466.8022 5466.9023 5467.0024
 5467.102  5467.202  5467.3022 5467.4023 5467.5024 5467.602  5467.702
 5467.8022 5467.9023]"
295,"[5466.5024 5466.602  5466.702  5466.8022 5466.9023 5467.0024 5467.102
 5467.202  5467.3022 5467.4023 5467.5024 5467.602  5467.702  5467.8022
 5467.9023 5468.0024]"
296,"[5466.602  5466.702  5466.8022 5466.9023 5467.0024 5467.102  5467.202
 5467.3022 5467.4023 5467.5024 5467.602  5467.702  5467.8022 5467.9023
 5468.0024 5468.102 ]"
297,"[5466.702  5466.8022 5466.9023 5467.0024 5467.102  5467.202  5467.3022
 5467.4023 5467.5024 5467.602  5467.702  5467.8022 5467.9023 5468.0024
 5468.102  5468.202 ]"
298,"[5466.8022 5466.9023 5467.0024 5467.102  5467.202  5467.3022 5467.4023
 5467.5024 5467.602  5467.702  5467.8022 5467.9023 5468.0024 5468.102
 5468.202  5468.3022]"
299,"[5466.9023 5467.0024 5467.102  5467.202  5467.3022 5467.4023 5467.5024
 5467.602  5467.702  5467.8022 5467.9023 5468.0024 5468.102  5468.202
 5468.3022 5468.4023]"
300,"[5467.0024 5467.102  5467.202  5467.3022 5467.4023 5467.5024 5467.602
 5467.702  5467.8022 5467.9023 5468.0024 5468.102  5468.202  5468.3022
 5468.4023 5468.5024]"
301,"[5467.102  5467.202  5467.3022 5467.4023 5467.5024 5467.602  5467.702
 5467.8022 5467.9023 5468.0024 5468.102  5468.202  5468.3022 5468.4023
 5468.5024 5468.602 ]"
302,"[5467.202  5467.3022 5467.4023 5467.5024 5467.602  5467.702  5467.8022
 5467.9023 5468.0024 5468.102  5468.202  5468.3022 5468.4023 5468.5024
 5468.602  5468.702 ]"
303,"[5467.3022 5467.4023 5467.5024 5467.602  5467.702  5467.8022 5467.9023
 5468.0024 5468.102  5468.202  5468.3022 5468.4023 5468.5024 5468.602
 5468.702  5468.8022]"
304,"[5467.4023 5467.5024 5467.602  5467.702  5467.8022 5467.9023 5468.0024
 5468.102  5468.202  5468.3022 5468.4023 5468.5024 5468.602  5468.702
 5468.8022 5468.9023]"
305,"[5467.5024 5467.602  5467.702  5467.8022 5467.9023 5468.0024 5468.102
 5468.202  5468.3022 5468.4023 5468.5024 5468.602  5468.702  5468.8022
 5468.9023 5469.0024]"
306,"[5467.602  5467.702  5467.8022 5467.9023 5468.0024 5468.102  5468.202
 5468.3022 5468.4023 5468.5024 5468.602  5468.702  5468.8022 5468.9023
 5469.0024 5469.102 ]"
307,"[5467.702  5467.8022 5467.9023 5468.0024 5468.102  5468.202  5468.3022
 5468.4023 5468.5024 5468.602  5468.702  5468.8022 5468.9023 5469.0024
 5469.102  5469.202 ]"
308,"[5467.8022 5467.9023 5468.0024 5468.102  5468.202  5468.3022 5468.4023
 5468.5024 5468.602  5468.702  5468.8022 5468.9023 5469.0024 5469.102
 5469.202  5469.3022]"
309,"[5467.9023 5468.0024 5468.102  5468.202  5468.3022 5468.4023 5468.5024
 5468.602  5468.702  5468.8022 5468.9023 5469.0024 5469.102  5469.202
 5469.3022 5469.4023]"
310,"[5468.0024 5468.102  5468.202  5468.3022 5468.4023 5468.5024 5468.602
 5468.702  5468.8022 5468.9023 5469.0024 5469.102  5469.202  5469.3022
 5469.4023 5469.5024]"
311,"[5468.102  5468.202  5468.3022 5468.4023 5468.5024 5468.602  5468.702
 5468.8022 5468.9023 5469.0024 5469.102  5469.202  5469.3022 5469.4023
 5469.5024 5469.602 ]"
312,"[5468.202  5468.3022 5468.4023 5468.5024 5468.602  5468.702  5468.8022
 5468.9023 5469.0024 5469.102  5469.202  5469.3022 5469.4023 5469.5024
 5469.602  5469.702 ]"
313,"[5468.3022 5468.4023 5468.5024 5468.602  5468.702  5468.8022 5468.9023
 5469.0024 5469.102  5469.202  5469.3022 5469.4023 5469.5024 5469.602
 5469.702  5469.8022]"
314,"[5468.4023 5468.5024 5468.602  5468.702  5468.8022 5468.9023 5469.0024
 5469.102  5469.202  5469.3022 5469.4023 5469.5024 5469.602  5469.702
 5469.8022 5469.9023]"
315,"[5468.5024 5468.602  5468.702  5468.8022 5468.9023 5469.0024 5469.102
 5469.202  5469.3022 5469.4023 5469.5024 5469.602  5469.702  5469.8022
 5469.9023 5470.0024]"
316,"[5468.602  5468.702  5468.8022 5468.9023 5469.0024 5469.102  5469.202
 5469.3022 5469.4023 5469.5024 5469.602  5469.702  5469.8022 5469.9023
 5470.0024 5470.102 ]"
317,"[5468.702  5468.8022 5468.9023 5469.0024 5469.102  5469.202  5469.3022
 5469.4023 5469.5024 5469.602  5469.702  5469.8022 5469.9023 5470.0024
 5470.102  5470.202 ]"
318,"[5468.8022 5468.9023 5469.0024 5469.102  5469.202  5469.3022 5469.4023
 5469.5024 5469.602  5469.702  5469.8022 5469.9023 5470.0024 5470.102
 5470.202  5470.3022]"
319,"[5468.9023 5469.0024 5469.102  5469.202  5469.3022 5469.4023 5469.5024
 5469.602  5469.702  5469.8022 5469.9023 5470.0024 5470.102  5470.202
 5470.3022 5470.4023]"
320,"[5469.0024 5469.102  5469.202  5469.3022 5469.4023 5469.5024 5469.602
 5469.702  5469.8022 5469.9023 5470.0024 5470.102  5470.202  5470.3022
 5470.4023 5470.5024]"
321,"[5469.102  5469.202  5469.3022 5469.4023 5469.5024 5469.602  5469.702
 5469.8022 5469.9023 5470.0024 5470.102  5470.202  5470.3022 5470.4023
 5470.5024 5470.602 ]"
322,"[5469.202  5469.3022 5469.4023 5469.5024 5469.602  5469.702  5469.8022
 5469.9023 5470.0024 5470.102  5470.202  5470.3022 5470.4023 5470.5024
 5470.602  5470.702 ]"
323,"[5469.3022 5469.4023 5469.5024 5469.602  5469.702  5469.8022 5469.9023
 5470.0024 5470.102  5470.202  5470.3022 5470.4023 5470.5024 5470.602
 5470.702  5470.8022]"
324,"[5469.4023 5469.5024 5469.602  5469.702  5469.8022 5469.9023 5470.0024
 5470.102  5470.202  5470.3022 5470.4023 5470.5024 5470.602  5470.702
 5470.8022 5470.9023]"
325,"[5469.5024 5469.602  5469.702  5469.8022 5469.9023 5470.0024 5470.102
 5470.202  5470.3022 5470.4023 5470.5024 5470.602  5470.702  5470.8022
 5470.9023 5471.0024]"
326,"[5469.602  5469.702  5469.8022 5469.9023 5470.0024 5470.102  5470.202
 5470.3022 5470.4023 5470.5024 5470.602  5470.702  5470.8022 5470.9023
 5471.0024 5471.102 ]"
327,"[5469.702  5469.8022 5469.9023 5470.0024 5470.102  5470.202  5470.3022
 5470.4023 5470.5024 5470.602  5470.702  5470.8022 5470.9023 5471.0024
 5471.102  5471.202 ]"
328,"[5469.8022 5469.9023 5470.0024 5470.102  5470.202  5470.3022 5470.4023
 5470.5024 5470.602  5470.702  5470.8022 5470.9023 5471.0024 5471.102
 5471.202  5471.3022]"
329,"[5469.9023 5470.0024 5470.102  5470.202  5470.3022 5470.4023 5470.5024
 5470.602  5470.702  5470.8022 5470.9023 5471.0024 5471.102  5471.202
 5471.3022 5471.4023]"
330,"[5470.0024 5470.102  5470.202  5470.3022 5470.4023 5470.5024 5470.602
 5470.702  5470.8022 5470.9023 5471.0024 5471.102  5471.202  5471.3022
 5471.4023 5471.5024]"
331,"[5470.102  5470.202  5470.3022 5470.4023 5470.5024 5470.602  5470.702
 5470.8022 5470.9023 5471.0024 5471.102  5471.202  5471.3022 5471.4023
 5471.5024 5471.602 ]"
332,"[5470.202  5470.3022 5470.4023 5470.5024 5470.602  5470.702  5470.8022
 5470.9023 5471.0024 5471.102  5471.202  5471.3022 5471.4023 5471.5024
 5471.602  5471.702 ]"
333,"[5470.3022 5470.4023 5470.5024 5470.602  5470.702  5470.8022 5470.9023
 5471.0024 5471.102  5471.202  5471.3022 5471.4023 5471.5024 5471.602
 5471.702  5471.8022]"
334,"[5470.4023 5470.5024 5470.602  5470.702  5470.8022 5470.9023 5471.0024
 5471.102  5471.202  5471.3022 5471.4023 5471.5024 5471.602  5471.702
 5471.8022 5471.9023]"
335,"[5470.5024 5470.602  5470.702  5470.8022 5470.9023 5471.0024 5471.102
 5471.202  5471.3022 5471.4023 5471.5024 5471.602  5471.702  5471.8022
 5471.9023 5472.0024]"
336,"[5470.602  5470.702  5470.8022 5470.9023 5471.0024 5471.102  5471.202
 5471.3022 5471.4023 5471.5024 5471.602  5471.702  5471.8022 5471.9023
 5472.0024 5472.102 ]"
337,"[5470.702  5470.8022 5470.9023 5471.0024 5471.102  5471.202  5471.3022
 5471.4023 5471.5024 5471.602  5471.702  5471.8022 5471.9023 5472.0024
 5472.102  5472.202 ]"
338,"[5470.8022 5470.9023 5471.0024 5471.102  5471.202  5471.3022 5471.4023
 5471.5024 5471.602  5471.702  5471.8022 5471.9023 5472.0024 5472.102
 5472.202  5472.3022]"
339,"[5470.9023 5471.0024 5471.102  5471.202  5471.3022 5471.4023 5471.5024
 5471.602  5471.702  5471.8022 5471.9023 5472.0024 5472.102  5472.202
 5472.3022 5472.4023]"
340,"[5471.0024 5471.102  5471.202  5471.3022 5471.4023 5471.5024 5471.602
 5471.702  5471.8022 5471.9023 5472.0024 5472.102  5472.202  5472.3022
 5472.4023 5472.5024]"
341,"[5471.102  5471.202  5471.3022 5471.4023 5471.5024 5471.602  5471.702
 5471.8022 5471.9023 5472.0024 5472.102  5472.202  5472.3022 5472.4023
 5472.5024 5472.602 ]"
342,"[5471.202  5471.3022 5471.4023 5471.5024 5471.602  5471.702  5471.8022
 5471.9023 5472.0024 5472.102  5472.202  5472.3022 5472.4023 5472.5024
 5472.602  5472.702 ]"
343,"[5471.3022 5471.4023 5471.5024 5471.602  5471.702  5471.8022 5471.9023
 5472.0024 5472.102  5472.202  5472.3022 5472.4023 5472.5024 5472.602
 5472.702  5472.8022]"
344,"[5471.4023 5471.5024 5471.602  5471.702  5471.8022 5471.9023 5472.0024
 5472.102  5472.202  5472.3022 5472.4023 5472.5024 5472.602  5472.702
 5472.8022 5472.9023]"
345,"[5471.5024 5471.602  5471.702  5471.8022 5471.9023 5472.0024 5472.102
 5472.202  5472.3022 5472.4023 5472.5024 5472.602  5472.702  5472.8022
 5472.9023 5473.0024]"
346,"[5471.602  5471.702  5471.8022 5471.9023 5472.0024 5472.102  5472.202
 5472.3022 5472.4023 5472.5024 5472.602  5472.702  5472.8022 5472.9023
 5473.0024 5473.102 ]"
347,"[5471.702  5471.8022 5471.9023 5472.0024 5472.102  5472.202  5472.3022
 5472.4023 5472.5024 5472.602  5472.702  5472.8022 5472.9023 5473.0024
 5473.102  5473.202 ]"
348,"[5471.8022 5471.9023 5472.0024 5472.102  5472.202  5472.3022 5472.4023
 5472.5024 5472.602  5472.702  5472.8022 5472.9023 5473.0024 5473.102
 5473.202  5473.3022]"
349,"[5471.9023 5472.0024 5472.102  5472.202  5472.3022 5472.4023 5472.5024
 5472.602  5472.702  5472.8022 5472.9023 5473.0024 5473.102  5473.202
 5473.3022 5473.4023]"
350,"[5472.0024 5472.102  5472.202  5472.3022 5472.4023 5472.5024 5472.602
 5472.702  5472.8022 5472.9023 5473.0024 5473.102  5473.202  5473.3022
 5473.4023 5473.5024]"
351,"[5472.102  5472.202  5472.3022 5472.4023 5472.5024 5472.602  5472.702
 5472.8022 5472.9023 5473.0024 5473.102  5473.202  5473.3022 5473.4023
 5473.5024 5473.602 ]"
352,"[5472.202  5472.3022 5472.4023 5472.5024 5472.602  5472.702  5472.8022
 5472.9023 5473.0024 5473.102  5473.202  5473.3022 5473.4023 5473.5024
 5473.602  5473.702 ]"
353,"[5472.3022 5472.4023 5472.5024 5472.602  5472.702  5472.8022 5472.9023
 5473.0024 5473.102  5473.202  5473.3022 5473.4023 5473.5024 5473.602
 5473.702  5473.8022]"
354,"[5472.4023 5472.5024 5472.602  5472.702  5472.8022 5472.9023 5473.0024
 5473.102  5473.202  5473.3022 5473.4023 5473.5024 5473.602  5473.702
 5473.8022 5473.9023]"
355,"[5472.5024 5472.602  5472.702  5472.8022 5472.9023 5473.0024 5473.102
 5473.202  5473.3022 5473.4023 5473.5024 5473.602  5473.702  5473.8022
 5473.9023 5474.0024]"
356,"[5472.602  5472.702  5472.8022 5472.9023 5473.0024 5473.102  5473.202
 5473.3022 5473.4023 5473.5024 5473.602  5473.702  5473.8022 5473.9023
 5474.0024 5474.102 ]"
357,"[5472.702  5472.8022 5472.9023 5473.0024 5473.102  5473.202  5473.3022
 5473.4023 5473.5024 5473.602  5473.702  5473.8022 5473.9023 5474.0024
 5474.102  5474.202 ]"
358,"[5472.8022 5472.9023 5473.0024 5473.102  5473.202  5473.3022 5473.4023
 5473.5024 5473.602  5473.702  5473.8022 5473.9023 5474.0024 5474.102
 5474.202  5474.3022]"
359,"[5472.9023 5473.0024 5473.102  5473.202  5473.3022 5473.4023 5473.5024
 5473.602  5473.702  5473.8022 5473.9023 5474.0024 5474.102  5474.202
 5474.3022 5474.4023]"
360,"[5473.0024 5473.102  5473.202  5473.3022 5473.4023 5473.5024 5473.602
 5473.702  5473.8022 5473.9023 5474.0024 5474.102  5474.202  5474.3022
 5474.4023 5474.5024]"
361,"[5473.102  5473.202  5473.3022 5473.4023 5473.5024 5473.602  5473.702
 5473.8022 5473.9023 5474.0024 5474.102  5474.202  5474.3022 5474.4023
 5474.5024 5474.602 ]"
362,"[5473.202  5473.3022 5473.4023 5473.5024 5473.602  5473.702  5473.8022
 5473.9023 5474.0024 5474.102  5474.202  5474.3022 5474.4023 5474.5024
 5474.602  5474.702 ]"
363,"[5473.3022 5473.4023 5473.5024 5473.602  5473.702  5473.8022 5473.9023
 5474.0024 5474.102  5474.202  5474.3022 5474.4023 5474.5024 5474.602
 5474.702  5474.8022]"
364,"[5473.4023 5473.5024 5473.602  5473.702  5473.8022 5473.9023 5474.0024
 5474.102  5474.202  5474.3022 5474.4023 5474.5024 5474.602  5474.702
 5474.8022 5474.9023]"
365,"[5473.5024 5473.602  5473.702  5473.8022 5473.9023 5474.0024 5474.102
 5474.202  5474.3022 5474.4023 5474.5024 5474.602  5474.702  5474.8022
 5474.9023 5475.0024]"
366,"[5473.602  5473.702  5473.8022 5473.9023 5474.0024 5474.102  5474.202
 5474.3022 5474.4023 5474.5024 5474.602  5474.702  5474.8022 5474.9023
 5475.0024 5475.102 ]"
367,"[5473.702  5473.8022 5473.9023 5474.0024 5474.102  5474.202  5474.3022
 5474.4023 5474.5024 5474.602  5474.702  5474.8022 5474.9023 5475.0024
 5475.102  5475.202 ]"
368,"[5473.8022 5473.9023 5474.0024 5474.102  5474.202  5474.3022 5474.4023
 5474.5024 5474.602  5474.702  5474.8022 5474.9023 5475.0024 5475.102
 5475.202  5475.3022]"
369,"[5473.9023 5474.0024 5474.102  5474.202  5474.3022 5474.4023 5474.5024
 5474.602  5474.702  5474.8022 5474.9023 5475.0024 5475.102  5475.202
 5475.3022 5475.4023]"
370,"[5474.0024 5474.102  5474.202  5474.3022 5474.4023 5474.5024 5474.602
 5474.702  5474.8022 5474.9023 5475.0024 5475.102  5475.202  5475.3022
 5475.4023 5475.5024]"
371,"[5474.102  5474.202  5474.3022 5474.4023 5474.5024 5474.602  5474.702
 5474.8022 5474.9023 5475.0024 5475.102  5475.202  5475.3022 5475.4023
 5475.5024 5475.602 ]"
372,"[5474.202  5474.3022 5474.4023 5474.5024 5474.602  5474.702  5474.8022
 5474.9023 5475.0024 5475.102  5475.202  5475.3022 5475.4023 5475.5024
 5475.602  5475.702 ]"
373,"[5474.3022 5474.4023 5474.5024 5474.602  5474.702  5474.8022 5474.9023
 5475.0024 5475.102  5475.202  5475.3022 5475.4023 5475.5024 5475.602
 5475.702  5475.8022]"
374,"[5474.4023 5474.5024 5474.602  5474.702  5474.8022 5474.9023 5475.0024
 5475.102  5475.202  5475.3022 5475.4023 5475.5024 5475.602  5475.702
 5475.8022 5475.9023]"
375,"[5474.5024 5474.602  5474.702  5474.8022 5474.9023 5475.0024 5475.102
 5475.202  5475.3022 5475.4023 5475.5024 5475.602  5475.702  5475.8022
 5475.9023 5476.0024]"
376,"[5474.602  5474.702  5474.8022 5474.9023 5475.0024 5475.102  5475.202
 5475.3022 5475.4023 5475.5024 5475.602  5475.702  5475.8022 5475.9023
 5476.0024 5476.102 ]"
377,"[5474.702  5474.8022 5474.9023 5475.0024 5475.102  5475.202  5475.3022
 5475.4023 5475.5024 5475.602  5475.702  5475.8022 5475.9023 5476.0024
 5476.102  5476.202 ]"
378,"[5474.8022 5474.9023 5475.0024 5475.102  5475.202  5475.3022 5475.4023
 5475.5024 5475.602  5475.702  5475.8022 5475.9023 5476.0024 5476.102
 5476.202  5476.3022]"
379,"[5474.9023 5475.0024 5475.102  5475.202  5475.3022 5475.4023 5475.5024
 5475.602  5475.702  5475.8022 5475.9023 5476.0024 5476.102  5476.202
 5476.3022 5476.4023]"
380,"[5475.0024 5475.102  5475.202  5475.3022 5475.4023 5475.5024 5475.602
 5475.702  5475.8022 5475.9023 5476.0024 5476.102  5476.202  5476.3022
 5476.4023 5476.5024]"
381,"[5475.102  5475.202  5475.3022 5475.4023 5475.5024 5475.602  5475.702
 5475.8022 5475.9023 5476.0024 5476.102  5476.202  5476.3022 5476.4023
 5476.5024 5476.5024]"
382,"[5475.202  5475.3022 5475.4023 5475.5024 5475.602  5475.702  5475.8022
 5475.9023 5476.0024 5476.102  5476.202  5476.3022 5476.4023 5476.5024
 5476.5024 5476.5024]"
383,"[5475.3022 5475.4023 5475.5024 5475.602  5475.702  5475.8022 5475.9023
 5476.0024 5476.102  5476.202  5476.3022 5476.4023 5476.5024 5476.5024
 5476.5024 5476.5024]"
384,"[5475.4023 5475.5024 5475.602  5475.702  5475.8022 5475.9023 5476.0024
 5476.102  5476.202  5476.3022 5476.4023 5476.5024 5476.5024 5476.5024
 5476.5024 5476.5024]"
385,"[5475.5024 5475.602  5475.702  5475.8022 5475.9023 5476.0024 5476.102
 5476.202  5476.3022 5476.4023 5476.5024 5476.5024 5476.5024 5476.5024
 5476.5024 5476.5024]"
386,"[5475.602  5475.702  5475.8022 5475.9023 5476.0024 5476.102  5476.202
 5476.3022 5476.4023 5476.5024 5476.5024 5476.5024 5476.5024 5476.5024
 5476.5024 5476.5024]"
387,"[5475.702  5475.8022 5475.9023 5476.0024 5476.102  5476.202  5476.3022
 5476.4023 5476.5024 5476.5024 5476.5024 5476.5024 5476.5024 5476.5024
 5476.5024 5476.5024]"
388,"[5481.202  5481.202  5481.3022 5481.4023 5481.5024 5481.602  5481.702
 5481.8022 5481.9023 5482.0024 5482.102  5482.202  5482.3022 5482.4023
 5482.5024 5482.602 ]"
389,"[5481.202  5481.3022 5481.4023 5481.5024 5481.602  5481.702  5481.8022
 5481.9023 5482.0024 5482.102  5482.202  5482.3022 5482.4023 5482.5024
 5482.602  5482.702 ]"
390,"[5481.3022 5481.4023 5481.5024 5481.602  5481.702  5481.8022 5481.9023
 5482.0024 5482.102  5482.202  5482.3022 5482.4023 5482.5024 5482.602
 5482.702  5482.8022]"
391,"[5481.4023 5481.5024 5481.602  5481.702  5481.8022 5481.9023 5482.0024
 5482.102  5482.202  5482.3022 5482.4023 5482.5024 5482.602  5482.702
 5482.8022 5482.9023]"
392,"[5481.5024 5481.602  5481.702  5481.8022 5481.9023 5482.0024 5482.102
 5482.202  5482.3022 5482.4023 5482.5024 5482.602  5482.702  5482.8022
 5482.9023 5483.0024]"
393,"[5481.602  5481.702  5481.8022 5481.9023 5482.0024 5482.102  5482.202
 5482.3022 5482.4023 5482.5024 5482.602  5482.702  5482.8022 5482.9023
 5483.0024 5483.102 ]"
394,"[5481.702  5481.8022 5481.9023 5482.0024 5482.102  5482.202  5482.3022
 5482.4023 5482.5024 5482.602  5482.702  5482.8022 5482.9023 5483.0024
 5483.102  5483.202 ]"
395,"[5481.8022 5481.9023 5482.0024 5482.102  5482.202  5482.3022 5482.4023
 5482.5024 5482.602  5482.702  5482.8022 5482.9023 5483.0024 5483.102
 5483.202  5483.3022]"
396,"[5481.9023 5482.0024 5482.102  5482.202  5482.3022 5482.4023 5482.5024
 5482.602  5482.702  5482.8022 5482.9023 5483.0024 5483.102  5483.202
 5483.3022 5483.4023]"
397,"[5482.0024 5482.102  5482.202  5482.3022 5482.4023 5482.5024 5482.602
 5482.702  5482.8022 5482.9023 5483.0024 5483.102  5483.202  5483.3022
 5483.4023 5483.5024]"
398,"[5482.102  5482.202  5482.3022 5482.4023 5482.5024 5482.602  5482.702
 5482.8022 5482.9023 5483.0024 5483.102  5483.202  5483.3022 5483.4023
 5483.5024 5483.602 ]"
399,"[5482.202  5482.3022 5482.4023 5482.5024 5482.602  5482.702  5482.8022
 5482.9023 5483.0024 5483.102  5483.202  5483.3022 5483.4023 5483.5024
 5483.602  5483.702 ]"
400,"[5482.3022 5482.4023 5482.5024 5482.602  5482.702  5482.8022 5482.9023
 5483.0024 5483.102  5483.202  5483.3022 5483.4023 5483.5024 5483.602
 5483.702  5483.8022]"
401,"[5482.4023 5482.5024 5482.602  5482.702  5482.8022 5482.9023 5483.0024
 5483.102  5483.202  5483.3022 5483.4023 5483.5024 5483.602  5483.702
 5483.8022 5483.9023]"
402,"[5482.5024 5482.602  5482.702  5482.8022 5482.9023 5483.0024 5483.102
 5483.202  5483.3022 5483.4023 5483.5024 5483.602  5483.702  5483.8022
 5483.9023 5484.0024]"
403,"[5482.602  5482.702  5482.8022 5482.9023 5483.0024 5483.102  5483.202
 5483.3022 5483.4023 5483.5024 5483.602  5483.702  5483.8022 5483.9023
 5484.0024 5484.102 ]"
404,"[5482.702  5482.8022 5482.9023 5483.0024 5483.102  5483.202  5483.3022
 5483.4023 5483.5024 5483.602  5483.702  5483.8022 5483.9023 5484.0024
 5484.102  5484.202 ]"
405,"[5482.8022 5482.9023 5483.0024 5483.102  5483.202  5483.3022 5483.4023
 5483.5024 5483.602  5483.702  5483.8022 5483.9023 5484.0024 5484.102
 5484.202  5484.3022]"
406,"[5482.9023 5483.0024 5483.102  5483.202  5483.3022 5483.4023 5483.5024
 5483.602  5483.702  5483.8022 5483.9023 5484.0024 5484.102  5484.202
 5484.3022 5484.4023]"
407,"[5483.0024 5483.102  5483.202  5483.3022 5483.4023 5483.5024 5483.602
 5483.702  5483.8022 5483.9023 5484.0024 5484.102  5484.202  5484.3022
 5484.4023 5484.5024]"
408,"[5483.102  5483.202  5483.3022 5483.4023 5483.5024 5483.602  5483.702
 5483.8022 5483.9023 5484.0024 5484.102  5484.202  5484.3022 5484.4023
 5484.5024 5484.602 ]"
409,"[5483.202  5483.3022 5483.4023 5483.5024 5483.602  5483.702  5483.8022
 5483.9023 5484.0024 5484.102  5484.202  5484.3022 5484.4023 5484.5024
 5484.602  5484.702 ]"
410,"[5483.3022 5483.4023 5483.5024 5483.602  5483.702  5483.8022 5483.9023
 5484.0024 5484.102  5484.202  5484.3022 5484.4023 5484.5024 5484.602
 5484.702  5484.8022]"
411,"[5483.4023 5483.5024 5483.602  5483.702  5483.8022 5483.9023 5484.0024
 5484.102  5484.202  5484.3022 5484.4023 5484.5024 5484.602  5484.702
 5484.8022 5484.9023]"
412,"[5483.5024 5483.602  5483.702  5483.8022 5483.9023 5484.0024 5484.102
 5484.202  5484.3022 5484.4023 5484.5024 5484.602  5484.702  5484.8022
 5484.9023 5485.0024]"
413,"[5483.602  5483.702  5483.8022 5483.9023 5484.0024 5484.102  5484.202
 5484.3022 5484.4023 5484.5024 5484.602  5484.702  5484.8022 5484.9023
 5485.0024 5485.102 ]"
414,"[5483.702  5483.8022 5483.9023 5484.0024 5484.102  5484.202  5484.3022
 5484.4023 5484.5024 5484.602  5484.702  5484.8022 5484.9023 5485.0024
 5485.102  5485.202 ]"
415,"[5483.8022 5483.9023 5484.0024 5484.102  5484.202  5484.3022 5484.4023
 5484.5024 5484.602  5484.702  5484.8022 5484.9023 5485.0024 5485.102
 5485.202  5485.3022]"
416,"[5483.9023 5484.0024 5484.102  5484.202  5484.3022 5484.4023 5484.5024
 5484.602  5484.702  5484.8022 5484.9023 5485.0024 5485.102  5485.202
 5485.3022 5485.4023]"
417,"[5484.0024 5484.102  5484.202  5484.3022 5484.4023 5484.5024 5484.602
 5484.702  5484.8022 5484.9023 5485.0024 5485.102  5485.202  5485.3022
 5485.4023 5485.5024]"
418,"[5484.102  5484.202  5484.3022 5484.4023 5484.5024 5484.602  5484.702
 5484.8022 5484.9023 5485.0024 5485.102  5485.202  5485.3022 5485.4023
 5485.5024 5485.602 ]"
419,"[5484.202  5484.3022 5484.4023 5484.5024 5484.602  5484.702  5484.8022
 5484.9023 5485.0024 5485.102  5485.202  5485.3022 5485.4023 5485.5024
 5485.602  5485.702 ]"
420,"[5484.3022 5484.4023 5484.5024 5484.602  5484.702  5484.8022 5484.9023
 5485.0024 5485.102  5485.202  5485.3022 5485.4023 5485.5024 5485.602
 5485.702  5485.8022]"
421,"[5484.4023 5484.5024 5484.602  5484.702  5484.8022 5484.9023 5485.0024
 5485.102  5485.202  5485.3022 5485.4023 5485.5024 5485.602  5485.702
 5485.8022 5485.9023]"
422,"[5484.5024 5484.602  5484.702  5484.8022 5484.9023 5485.0024 5485.102
 5485.202  5485.3022 5485.4023 5485.5024 5485.602  5485.702  5485.8022
 5485.9023 5486.0024]"
423,"[5484.602  5484.702  5484.8022 5484.9023 5485.0024 5485.102  5485.202
 5485.3022 5485.4023 5485.5024 5485.602  5485.702  5485.8022 5485.9023
 5486.0024 5486.102 ]"
