index,timestamp,
0,1750091241.76838,
1,1750091241.83404,0.0656642913818359
2,1750091241.90043,0.0663843154907227
3,1750091241.96596,0.06553053855896
4,1750091242.03061,0.064655065536499
5,1750091242.09976,0.0691428184509277
6,1750091242.16394,0.0641839504241943
7,1750091242.23005,0.0661106109619141
8,1750091242.29646,0.0664124488830566
9,1750091242.36461,0.0681488513946533
10,1750091242.43423,0.0696201324462891
11,1750091242.50429,0.0700583457946777
12,1750091242.56753,0.0632407665252686
13,1750091242.63844,0.0709116458892822
14,1750091242.70391,0.0654652118682861
15,1750091242.76311,0.0592048168182373
16,1750091242.82851,0.0653975009918213
17,1750091242.89575,0.0672342777252197
18,1750091242.9624,0.0666544437408447
19,1750091243.02836,0.0659570693969727
20,1750091243.09417,0.0658082962036133
21,1750091243.16347,0.069300651550293
22,1750091243.22845,0.0649838447570801
23,1750091243.29413,0.0656843185424805
24,1750091243.36129,0.0671529769897461
25,1750091243.4263,0.0650126934051514
26,1750091243.49258,0.0662806034088135
27,1750091243.56551,0.0729336738586426
28,1750091243.62744,0.0619285106658936
29,1750091243.69278,0.0653383731842041
30,1750091243.75947,0.0666890144348145
31,1750091243.82468,0.0652134418487549
32,1750091243.89245,0.067765474319458
33,1750091243.96016,0.0677106380462647
34,1750091244.02564,0.0654799938201904
35,1750091244.09159,0.065948486328125
36,1750091244.15846,0.0668709278106689
37,1750091244.22562,0.0671594142913818
38,1750091244.30121,0.0755877494812012
39,1750091244.36528,0.0640759468078613
40,1750091244.4339,0.068619966506958
41,1750091244.50017,0.0662658214569092
42,1750091244.56416,0.0639925003051758
43,1750091244.63323,0.0690689086914063
44,1750091244.69996,0.0667343139648438
45,1750091244.76551,0.0655503273010254
46,1750091244.83273,0.0672187805175781
47,1750091244.89899,0.0662543773651123
48,1750091244.95699,0.058002233505249
49,1750091245.02234,0.0653460025787354
50,1750091245.08981,0.0674788951873779
51,1750091245.1629,0.0730862617492676
52,1750091245.22156,0.0586550235748291
53,1750091245.28782,0.0662634372711182
54,1750091245.35456,0.0667417049407959
55,1750091245.43021,0.0756461620330811
56,1750091245.49415,0.0639441013336182
57,1750091245.56435,0.0702018737792969
58,1750091245.62995,0.065598726272583
59,1750091245.69395,0.0639944076538086
60,1750091245.76206,0.0681135654449463
61,1750091245.82854,0.0664787292480469
62,1750091245.88867,0.0601296424865723
63,1750091245.95413,0.0654656887054443
64,1750091246.02236,0.0682268142700195
65,1750091246.086,0.0636360645294189
66,1750091246.15401,0.0680162906646729
67,1750091246.21813,0.0641193389892578
68,1750091246.28451,0.066375732421875
69,1750091246.35266,0.0681495666503906
70,1750091246.41752,0.064861536026001
71,1750091246.48406,0.0665392875671387
72,1750091246.55009,0.0660269260406494
73,1750091246.61656,0.0664756298065186
74,1750091246.68311,0.0665457248687744
75,1750091246.75089,0.0677862167358398
76,1750091246.81616,0.0652713775634766
77,1750091246.88278,0.0666112899780273
78,1750091246.95018,0.0674092769622803
79,1750091247.01558,0.0653998851776123
80,1750091247.08167,0.0660834312438965
81,1750091247.15497,0.0733058452606201
82,1750091247.22465,0.0696756839752197
83,1750091247.29106,0.06640625
84,1750091247.35345,0.0623953342437744
85,1750091247.41431,0.0608594417572022
86,1750091247.49047,0.0761609077453613
87,1750091247.55481,0.0643429756164551
88,1750091247.62285,0.0680363178253174
89,1750091247.68957,0.0667140483856201
90,1750091247.75443,0.0648694038391113
