index,align_timestamp,robot_timestamp,capture_time
578,5476.014516086,5476.010051541,5462040.0
579,5476.047017136,5476.045591476,5462074.0
580,5476.080369658,5476.076026783,5462107.0
581,5476.11351445,5476.111546099,5462140.0
582,5476.148602515,5476.145998328,5462173.0
583,5476.18017505,5476.17641498,5462207.0
584,5476.213579189,5476.211857792,5462240.0
585,5476.247253265,5476.247213521,5462273.0
586,5476.280105106,5476.277822554,5462306.0
587,5476.312583073,5476.308328994,5462340.0
588,5476.346720772,5476.34391718,5462373.0
589,5476.37897082,5476.374363838,5462406.0
590,5476.412841146,5476.409863758,5462439.0
591,5476.445661197,5476.445406848,5462472.0
592,5476.479465238,5476.475852805,5462506.0
