index,timestamp
align_timestamp 30,5404.399,5404.4976, ,5404.4023,5404.5024,5404.602,5404.702,5404.8022,5404.9023,5405.0024,5405.102,5405.202,5405.3022,5405.4023,5405.5024,5405.602,5405.702,5405.8022,5405.9023
align_timestamp 31,5404.4976,5404.598, ,5404.5024,5404.602,5404.702,5404.8022,5404.9023,5405.0024,5405.102,5405.202,5405.3022,5405.4023,5405.5024,5405.602,5405.702,5405.8022,5405.9023,5406.0024
align_timestamp 32,5404.598,5404.698, ,5404.602,5404.702,5404.8022,5404.9023,5405.0024,5405.102,5405.202,5405.3022,5405.4023,5405.5024,5405.602,5405.702,5405.8022,5405.9023,5406.0024,5406.102
align_timestamp 33,5404.698,5404.7974, ,5404.702,5404.8022,5404.9023,5405.0024,5405.102,5405.202,5405.3022,5405.4023,5405.5024,5405.602,5405.702,5405.8022,5405.9023,5406.0024,5406.102,5406.202
align_timestamp 34,5404.7974,5404.897, ,5404.8022,5404.9023,5405.0024,5405.102,5405.202,5405.3022,5405.4023,5405.5024,5405.602,5405.702,5405.8022,5405.9023,5406.0024,5406.102,5406.202,5406.3022
align_timestamp 35,5404.897,5404.9985, ,5404.9023,5405.0024,5405.102,5405.202,5405.3022,5405.4023,5405.5024,5405.602,5405.702,5405.8022,5405.9023,5406.0024,5406.102,5406.202,5406.3022,5406.4023
align_timestamp 36,5404.9985,5405.0957, ,5405.0024,5405.102,5405.202,5405.3022,5405.4023,5405.5024,5405.602,5405.702,5405.8022,5405.9023,5406.0024,5406.102,5406.202,5406.3022,5406.4023,5406.5024
align_timestamp 37,5405.0957,5405.1973, ,5405.102,5405.202,5405.3022,5405.4023,5405.5024,5405.602,5405.702,5405.8022,5405.9023,5406.0024,5406.102,5406.202,5406.3022,5406.4023,5406.5024,5406.602
align_timestamp 38,5405.1973,5405.2964, ,5405.202,5405.3022,5405.4023,5405.5024,5405.602,5405.702,5405.8022,5405.9023,5406.0024,5406.102,5406.202,5406.3022,5406.4023,5406.5024,5406.602,5406.702
align_timestamp 39,5405.2964,5405.395, ,5405.3022,5405.4023,5405.5024,5405.602,5405.702,5405.8022,5405.9023,5406.0024,5406.102,5406.202,5406.3022,5406.4023,5406.5024,5406.602,5406.702,5406.8022
align_timestamp 40,5405.395,5405.4946, ,5405.4023,5405.5024,5405.602,5405.702,5405.8022,5405.9023,5406.0024,5406.102,5406.202,5406.3022,5406.4023,5406.5024,5406.602,5406.702,5406.8022,5406.9023
align_timestamp 41,5405.4946,5405.594, ,5405.5024,5405.602,5405.702,5405.8022,5405.9023,5406.0024,5406.102,5406.202,5406.3022,5406.4023,5406.5024,5406.602,5406.702,5406.8022,5406.9023,5407.0024
align_timestamp 42,5405.594,5405.694, ,5405.602,5405.702,5405.8022,5405.9023,5406.0024,5406.102,5406.202,5406.3022,5406.4023,5406.5024,5406.602,5406.702,5406.8022,5406.9023,5407.0024,5407.102
align_timestamp 43,5405.694,5405.7944, ,5405.702,5405.8022,5405.9023,5406.0024,5406.102,5406.202,5406.3022,5406.4023,5406.5024,5406.602,5406.702,5406.8022,5406.9023,5407.0024,5407.102,5407.202
align_timestamp 44,5405.7944,5405.8936, ,5405.8022,5405.9023,5406.0024,5406.102,5406.202,5406.3022,5406.4023,5406.5024,5406.602,5406.702,5406.8022,5406.9023,5407.0024,5407.102,5407.202,5407.3022
align_timestamp 45,5405.8936,5405.9946, ,5405.9023,5406.0024,5406.102,5406.202,5406.3022,5406.4023,5406.5024,5406.602,5406.702,5406.8022,5406.9023,5407.0024,5407.102,5407.202,5407.3022,5407.4023
align_timestamp 46,5405.9946,5406.0967, ,5406.0024,5406.102,5406.202,5406.3022,5406.4023,5406.5024,5406.602,5406.702,5406.8022,5406.9023,5407.0024,5407.102,5407.202,5407.3022,5407.4023,5407.5024
align_timestamp 47,5406.0967,5406.194, ,5406.102,5406.202,5406.3022,5406.4023,5406.5024,5406.602,5406.702,5406.8022,5406.9023,5407.0024,5407.102,5407.202,5407.3022,5407.4023,5407.5024,5407.602
align_timestamp 48,5406.194,5406.2935, ,5406.202,5406.3022,5406.4023,5406.5024,5406.602,5406.702,5406.8022,5406.9023,5407.0024,5407.102,5407.202,5407.3022,5407.4023,5407.5024,5407.602,5407.702
align_timestamp 49,5406.2935,5406.3926, ,5406.3022,5406.4023,5406.5024,5406.602,5406.702,5406.8022,5406.9023,5407.0024,5407.102,5407.202,5407.3022,5407.4023,5407.5024,5407.602,5407.702,5407.8022
align_timestamp 50,5406.3926,5406.493, ,5406.4023,5406.5024,5406.602,5406.702,5406.8022,5406.9023,5407.0024,5407.102,5407.202,5407.3022,5407.4023,5407.5024,5407.602,5407.702,5407.8022,5407.9023
align_timestamp 51,5406.493,5406.5923, ,5406.5024,5406.602,5406.702,5406.8022,5406.9023,5407.0024,5407.102,5407.202,5407.3022,5407.4023,5407.5024,5407.602,5407.702,5407.8022,5407.9023,5408.0024
align_timestamp 52,5406.5923,5406.6924, ,5406.602,5406.702,5406.8022,5406.9023,5407.0024,5407.102,5407.202,5407.3022,5407.4023,5407.5024,5407.602,5407.702,5407.8022,5407.9023,5408.0024,5408.102
align_timestamp 53,5406.6924,5406.7915, ,5406.702,5406.8022,5406.9023,5407.0024,5407.102,5407.202,5407.3022,5407.4023,5407.5024,5407.602,5407.702,5407.8022,5407.9023,5408.0024,5408.102,5408.202
align_timestamp 54,5406.7915,5406.8916, ,5406.8022,5406.9023,5407.0024,5407.102,5407.202,5407.3022,5407.4023,5407.5024,5407.602,5407.702,5407.8022,5407.9023,5408.0024,5408.102,5408.202,5408.3022
align_timestamp 55,5406.8916,5406.9907, ,5406.9023,5407.0024,5407.102,5407.202,5407.3022,5407.4023,5407.5024,5407.602,5407.702,5407.8022,5407.9023,5408.0024,5408.102,5408.202,5408.3022,5408.4023
align_timestamp 56,5406.9907,5407.0913, ,5407.0024,5407.102,5407.202,5407.3022,5407.4023,5407.5024,5407.602,5407.702,5407.8022,5407.9023,5408.0024,5408.102,5408.202,5408.3022,5408.4023,5408.5024
align_timestamp 57,5407.0913,5407.191, ,5407.102,5407.202,5407.3022,5407.4023,5407.5024,5407.602,5407.702,5407.8022,5407.9023,5408.0024,5408.102,5408.202,5408.3022,5408.4023,5408.5024,5408.602
align_timestamp 58,5407.191,5407.291, ,5407.202,5407.3022,5407.4023,5407.5024,5407.602,5407.702,5407.8022,5407.9023,5408.0024,5408.102,5408.202,5408.3022,5408.4023,5408.5024,5408.602,5408.702
align_timestamp 59,5407.291,5407.39, ,5407.3022,5407.4023,5407.5024,5407.602,5407.702,5407.8022,5407.9023,5408.0024,5408.102,5408.202,5408.3022,5408.4023,5408.5024,5408.602,5408.702,5408.8022
align_timestamp 60,5407.39,5407.49, ,5407.4023,5407.5024,5407.602,5407.702,5407.8022,5407.9023,5408.0024,5408.102,5408.202,5408.3022,5408.4023,5408.5024,5408.602,5408.702,5408.8022,5408.9023
align_timestamp 61,5407.49,5407.5894, ,5407.5024,5407.602,5407.702,5407.8022,5407.9023,5408.0024,5408.102,5408.202,5408.3022,5408.4023,5408.5024,5408.602,5408.702,5408.8022,5408.9023,5409.0024
align_timestamp 62,5407.5894,5407.6895, ,5407.602,5407.702,5407.8022,5407.9023,5408.0024,5408.102,5408.202,5408.3022,5408.4023,5408.5024,5408.602,5408.702,5408.8022,5408.9023,5409.0024,5409.102
align_timestamp 63,5407.6895,5407.7886, ,5407.702,5407.8022,5407.9023,5408.0024,5408.102,5408.202,5408.3022,5408.4023,5408.5024,5408.602,5408.702,5408.8022,5408.9023,5409.0024,5409.102,5409.202
align_timestamp 64,5407.7886,5407.89, ,5407.8022,5407.9023,5408.0024,5408.102,5408.202,5408.3022,5408.4023,5408.5024,5408.602,5408.702,5408.8022,5408.9023,5409.0024,5409.102,5409.202,5409.3022
align_timestamp 65,5407.89,5407.989, ,5407.9023,5408.0024,5408.102,5408.202,5408.3022,5408.4023,5408.5024,5408.602,5408.702,5408.8022,5408.9023,5409.0024,5409.102,5409.202,5409.3022,5409.4023
align_timestamp 66,5407.989,5408.0894, ,5408.0024,5408.102,5408.202,5408.3022,5408.4023,5408.5024,5408.602,5408.702,5408.8022,5408.9023,5409.0024,5409.102,5409.202,5409.3022,5409.4023,5409.5024
align_timestamp 67,5408.0894,5408.1875, ,5408.102,5408.202,5408.3022,5408.4023,5408.5024,5408.602,5408.702,5408.8022,5408.9023,5409.0024,5409.102,5409.202,5409.3022,5409.4023,5409.5024,5409.602
align_timestamp 68,5408.1875,5408.288, ,5408.202,5408.3022,5408.4023,5408.5024,5408.602,5408.702,5408.8022,5408.9023,5409.0024,5409.102,5409.202,5409.3022,5409.4023,5409.5024,5409.602,5409.702
align_timestamp 69,5408.288,5408.3867, ,5408.3022,5408.4023,5408.5024,5408.602,5408.702,5408.8022,5408.9023,5409.0024,5409.102,5409.202,5409.3022,5409.4023,5409.5024,5409.602,5409.702,5409.8022
align_timestamp 70,5408.3867,5408.4873, ,5408.4023,5408.5024,5408.602,5408.702,5408.8022,5408.9023,5409.0024,5409.102,5409.202,5409.3022,5409.4023,5409.5024,5409.602,5409.702,5409.8022,5409.9023
align_timestamp 71,5408.4873,5408.587, ,5408.5024,5408.602,5408.702,5408.8022,5408.9023,5409.0024,5409.102,5409.202,5409.3022,5409.4023,5409.5024,5409.602,5409.702,5409.8022,5409.9023,5410.0024
align_timestamp 72,5408.587,5408.6865, ,5408.602,5408.702,5408.8022,5408.9023,5409.0024,5409.102,5409.202,5409.3022,5409.4023,5409.5024,5409.602,5409.702,5409.8022,5409.9023,5410.0024,5410.102
align_timestamp 73,5408.6865,5408.786, ,5408.702,5408.8022,5408.9023,5409.0024,5409.102,5409.202,5409.3022,5409.4023,5409.5024,5409.602,5409.702,5409.8022,5409.9023,5410.0024,5410.102,5410.202
align_timestamp 74,5408.786,5408.8857, ,5408.8022,5408.9023,5409.0024,5409.102,5409.202,5409.3022,5409.4023,5409.5024,5409.602,5409.702,5409.8022,5409.9023,5410.0024,5410.102,5410.202,5410.3022
align_timestamp 75,5408.8857,5408.985, ,5408.9023,5409.0024,5409.102,5409.202,5409.3022,5409.4023,5409.5024,5409.602,5409.702,5409.8022,5409.9023,5410.0024,5410.102,5410.202,5410.3022,5410.4023
align_timestamp 76,5408.985,5409.0835, ,5409.0024,5409.102,5409.202,5409.3022,5409.4023,5409.5024,5409.602,5409.702,5409.8022,5409.9023,5410.0024,5410.102,5410.202,5410.3022,5410.4023,5410.5024
align_timestamp 77,5409.0835,5409.1836, ,5409.102,5409.202,5409.3022,5409.4023,5409.5024,5409.602,5409.702,5409.8022,5409.9023,5410.0024,5410.102,5410.202,5410.3022,5410.4023,5410.5024,5410.602
align_timestamp 78,5409.1836,5409.283, ,5409.202,5409.3022,5409.4023,5409.5024,5409.602,5409.702,5409.8022,5409.9023,5410.0024,5410.102,5410.202,5410.3022,5410.4023,5410.5024,5410.602,5410.702
align_timestamp 79,5409.283,5409.383, ,5409.3022,5409.4023,5409.5024,5409.602,5409.702,5409.8022,5409.9023,5410.0024,5410.102,5410.202,5410.3022,5410.4023,5410.5024,5410.602,5410.702,5410.8022
align_timestamp 80,5409.383,5409.4844, ,5409.4023,5409.5024,5409.602,5409.702,5409.8022,5409.9023,5410.0024,5410.102,5410.202,5410.3022,5410.4023,5410.5024,5410.602,5410.702,5410.8022,5410.9023
align_timestamp 81,5409.4844,5409.583, ,5409.5024,5409.602,5409.702,5409.8022,5409.9023,5410.0024,5410.102,5410.202,5410.3022,5410.4023,5410.5024,5410.602,5410.702,5410.8022,5410.9023,5411.0024
align_timestamp 82,5409.583,5409.682, ,5409.602,5409.702,5409.8022,5409.9023,5410.0024,5410.102,5410.202,5410.3022,5410.4023,5410.5024,5410.602,5410.702,5410.8022,5410.9023,5411.0024,5411.102
align_timestamp 83,5409.682,5409.7827, ,5409.702,5409.8022,5409.9023,5410.0024,5410.102,5410.202,5410.3022,5410.4023,5410.5024,5410.602,5410.702,5410.8022,5410.9023,5411.0024,5411.102,5411.202
align_timestamp 84,5409.7827,5409.8823, ,5409.8022,5409.9023,5410.0024,5410.102,5410.202,5410.3022,5410.4023,5410.5024,5410.602,5410.702,5410.8022,5410.9023,5411.0024,5411.102,5411.202,5411.3022
align_timestamp 85,5409.8823,5409.981, ,5409.9023,5410.0024,5410.102,5410.202,5410.3022,5410.4023,5410.5024,5410.602,5410.702,5410.8022,5410.9023,5411.0024,5411.102,5411.202,5411.3022,5411.4023
align_timestamp 86,5409.981,5410.0825, ,5410.0024,5410.102,5410.202,5410.3022,5410.4023,5410.5024,5410.602,5410.702,5410.8022,5410.9023,5411.0024,5411.102,5411.202,5411.3022,5411.4023,5411.5024
align_timestamp 87,5410.0825,5410.1816, ,5410.102,5410.202,5410.3022,5410.4023,5410.5024,5410.602,5410.702,5410.8022,5410.9023,5411.0024,5411.102,5411.202,5411.3022,5411.4023,5411.5024,5411.602
align_timestamp 88,5410.1816,5410.2803, ,5410.202,5410.3022,5410.4023,5410.5024,5410.602,5410.702,5410.8022,5410.9023,5411.0024,5411.102,5411.202,5411.3022,5411.4023,5411.5024,5411.602,5411.702
align_timestamp 89,5410.2803,5410.38, ,5410.3022,5410.4023,5410.5024,5410.602,5410.702,5410.8022,5410.9023,5411.0024,5411.102,5411.202,5411.3022,5411.4023,5411.5024,5411.602,5411.702,5411.8022
align_timestamp 90,5410.38,5410.4814, ,5410.4023,5410.5024,5410.602,5410.702,5410.8022,5410.9023,5411.0024,5411.102,5411.202,5411.3022,5411.4023,5411.5024,5411.602,5411.702,5411.8022,5411.9023
align_timestamp 91,5410.4814,5410.5796, ,5410.5024,5410.602,5410.702,5410.8022,5410.9023,5411.0024,5411.102,5411.202,5411.3022,5411.4023,5411.5024,5411.602,5411.702,5411.8022,5411.9023,5412.0024
align_timestamp 92,5410.5796,5410.679, ,5410.602,5410.702,5410.8022,5410.9023,5411.0024,5411.102,5411.202,5411.3022,5411.4023,5411.5024,5411.602,5411.702,5411.8022,5411.9023,5412.0024,5412.102
align_timestamp 93,5410.679,5410.78, ,5410.702,5410.8022,5410.9023,5411.0024,5411.102,5411.202,5411.3022,5411.4023,5411.5024,5411.602,5411.702,5411.8022,5411.9023,5412.0024,5412.102,5412.202
align_timestamp 94,5410.78,5410.879, ,5410.8022,5410.9023,5411.0024,5411.102,5411.202,5411.3022,5411.4023,5411.5024,5411.602,5411.702,5411.8022,5411.9023,5412.0024,5412.102,5412.202,5412.3022
align_timestamp 95,5410.879,5410.978, ,5410.9023,5411.0024,5411.102,5411.202,5411.3022,5411.4023,5411.5024,5411.602,5411.702,5411.8022,5411.9023,5412.0024,5412.102,5412.202,5412.3022,5412.4023
align_timestamp 96,5410.978,5411.0776, ,5411.0024,5411.102,5411.202,5411.3022,5411.4023,5411.5024,5411.602,5411.702,5411.8022,5411.9023,5412.0024,5412.102,5412.202,5412.3022,5412.4023,5412.5024
align_timestamp 97,5411.0776,5411.188, ,5411.102,5411.202,5411.3022,5411.4023,5411.5024,5411.602,5411.702,5411.8022,5411.9023,5412.0024,5412.102,5412.202,5412.3022,5412.4023,5412.5024,5412.602
align_timestamp 98,5411.188,5411.3003, ,5411.202,5411.3022,5411.4023,5411.5024,5411.602,5411.702,5411.8022,5411.9023,5412.0024,5412.102,5412.202,5412.3022,5412.4023,5412.5024,5412.602,5412.702
align_timestamp 99,5411.3003,5411.379, ,5411.3022,5411.4023,5411.5024,5411.602,5411.702,5411.8022,5411.9023,5412.0024,5412.102,5412.202,5412.3022,5412.4023,5412.5024,5412.602,5412.702,5412.8022
align_timestamp 100,5411.379,5411.4785, ,5411.4023,5411.5024,5411.602,5411.702,5411.8022,5411.9023,5412.0024,5412.102,5412.202,5412.3022,5412.4023,5412.5024,5412.602,5412.702,5412.8022,5412.9023
align_timestamp 101,5411.4785,5411.5776, ,5411.5024,5411.602,5411.702,5411.8022,5411.9023,5412.0024,5412.102,5412.202,5412.3022,5412.4023,5412.5024,5412.602,5412.702,5412.8022,5412.9023,5413.0024
align_timestamp 102,5411.5776,5411.6777, ,5411.602,5411.702,5411.8022,5411.9023,5412.0024,5412.102,5412.202,5412.3022,5412.4023,5412.5024,5412.602,5412.702,5412.8022,5412.9023,5413.0024,5413.102
align_timestamp 103,5411.6777,5411.777, ,5411.702,5411.8022,5411.9023,5412.0024,5412.102,5412.202,5412.3022,5412.4023,5412.5024,5412.602,5412.702,5412.8022,5412.9023,5413.0024,5413.102,5413.202
align_timestamp 104,5411.777,5411.877, ,5411.8022,5411.9023,5412.0024,5412.102,5412.202,5412.3022,5412.4023,5412.5024,5412.602,5412.702,5412.8022,5412.9023,5413.0024,5413.102,5413.202,5413.3022
align_timestamp 105,5411.877,5411.976, ,5411.9023,5412.0024,5412.102,5412.202,5412.3022,5412.4023,5412.5024,5412.602,5412.702,5412.8022,5412.9023,5413.0024,5413.102,5413.202,5413.3022,5413.4023
align_timestamp 106,5411.976,5412.0767, ,5412.0024,5412.102,5412.202,5412.3022,5412.4023,5412.5024,5412.602,5412.702,5412.8022,5412.9023,5413.0024,5413.102,5413.202,5413.3022,5413.4023,5413.5024
align_timestamp 107,5412.0767,5412.175, ,5412.102,5412.202,5412.3022,5412.4023,5412.5024,5412.602,5412.702,5412.8022,5412.9023,5413.0024,5413.102,5413.202,5413.3022,5413.4023,5413.5024,5413.602
align_timestamp 108,5412.175,5412.2744, ,5412.202,5412.3022,5412.4023,5412.5024,5412.602,5412.702,5412.8022,5412.9023,5413.0024,5413.102,5413.202,5413.3022,5413.4023,5413.5024,5413.602,5413.702
align_timestamp 109,5412.2744,5412.375, ,5412.3022,5412.4023,5412.5024,5412.602,5412.702,5412.8022,5412.9023,5413.0024,5413.102,5413.202,5413.3022,5413.4023,5413.5024,5413.602,5413.702,5413.8022
align_timestamp 110,5412.375,5412.4756, ,5412.4023,5412.5024,5412.602,5412.702,5412.8022,5412.9023,5413.0024,5413.102,5413.202,5413.3022,5413.4023,5413.5024,5413.602,5413.702,5413.8022,5413.9023
align_timestamp 111,5412.4756,5412.575, ,5412.5024,5412.602,5412.702,5412.8022,5412.9023,5413.0024,5413.102,5413.202,5413.3022,5413.4023,5413.5024,5413.602,5413.702,5413.8022,5413.9023,5414.0024
align_timestamp 112,5412.575,5412.675, ,5412.602,5412.702,5412.8022,5412.9023,5413.0024,5413.102,5413.202,5413.3022,5413.4023,5413.5024,5413.602,5413.702,5413.8022,5413.9023,5414.0024,5414.102
align_timestamp 113,5412.675,5412.7744, ,5412.702,5412.8022,5412.9023,5413.0024,5413.102,5413.202,5413.3022,5413.4023,5413.5024,5413.602,5413.702,5413.8022,5413.9023,5414.0024,5414.102,5414.202
align_timestamp 114,5412.7744,5412.874, ,5412.8022,5412.9023,5413.0024,5413.102,5413.202,5413.3022,5413.4023,5413.5024,5413.602,5413.702,5413.8022,5413.9023,5414.0024,5414.102,5414.202,5414.3022
align_timestamp 115,5412.874,5412.973, ,5412.9023,5413.0024,5413.102,5413.202,5413.3022,5413.4023,5413.5024,5413.602,5413.702,5413.8022,5413.9023,5414.0024,5414.102,5414.202,5414.3022,5414.4023
align_timestamp 116,5412.973,5413.0737, ,5413.0024,5413.102,5413.202,5413.3022,5413.4023,5413.5024,5413.602,5413.702,5413.8022,5413.9023,5414.0024,5414.102,5414.202,5414.3022,5414.4023,5414.5024
align_timestamp 117,5413.0737,5413.173, ,5413.102,5413.202,5413.3022,5413.4023,5413.5024,5413.602,5413.702,5413.8022,5413.9023,5414.0024,5414.102,5414.202,5414.3022,5414.4023,5414.5024,5414.602
align_timestamp 118,5413.173,5413.273, ,5413.202,5413.3022,5413.4023,5413.5024,5413.602,5413.702,5413.8022,5413.9023,5414.0024,5414.102,5414.202,5414.3022,5414.4023,5414.5024,5414.602,5414.702
align_timestamp 119,5413.273,5413.372, ,5413.3022,5413.4023,5413.5024,5413.602,5413.702,5413.8022,5413.9023,5414.0024,5414.102,5414.202,5414.3022,5414.4023,5414.5024,5414.602,5414.702,5414.8022
align_timestamp 120,5413.372,5413.472, ,5413.4023,5413.5024,5413.602,5413.702,5413.8022,5413.9023,5414.0024,5414.102,5414.202,5414.3022,5414.4023,5414.5024,5414.602,5414.702,5414.8022,5414.9023
align_timestamp 121,5413.472,5413.5723, ,5413.5024,5413.602,5413.702,5413.8022,5413.9023,5414.0024,5414.102,5414.202,5414.3022,5414.4023,5414.5024,5414.602,5414.702,5414.8022,5414.9023,5415.0024
align_timestamp 122,5413.5723,5413.6724, ,5413.602,5413.702,5413.8022,5413.9023,5414.0024,5414.102,5414.202,5414.3022,5414.4023,5414.5024,5414.602,5414.702,5414.8022,5414.9023,5415.0024,5415.102
align_timestamp 123,5413.6724,5413.771, ,5413.702,5413.8022,5413.9023,5414.0024,5414.102,5414.202,5414.3022,5414.4023,5414.5024,5414.602,5414.702,5414.8022,5414.9023,5415.0024,5415.102,5415.202
align_timestamp 124,5413.771,5413.8716, ,5413.8022,5413.9023,5414.0024,5414.102,5414.202,5414.3022,5414.4023,5414.5024,5414.602,5414.702,5414.8022,5414.9023,5415.0024,5415.102,5415.202,5415.3022
