index,timestamp
0,5456.802211176001
1,5456.9022111760005
2,5457.002211176001
3,5457.102211176
4,5457.202211176001
5,5457.302211176001
6,5457.4022111760005
7,5457.502211176001
8,5457.602211176
9,5457.702211176001
10,5457.802211176001
11,5457.9022111760005
12,5458.002211176001
13,5458.102211176
14,5458.202211176001
15,5458.302211176001
16,5458.4022111760005
17,5458.502211176001
18,5458.602211176
19,5458.702211176001
20,5458.802211176001
21,5458.9022111760005
22,5459.002211176001
23,5459.102211176
24,5459.202211176001
25,5459.302211176001
26,5459.4022111760005
27,5459.502211176001
28,5459.602211176
29,5459.702211176001
30,5459.802211176001
31,5459.9022111760005
32,5460.002211176001
33,5460.102211176
34,5460.202211176001
35,5460.302211176001
36,5460.4022111760005
37,5460.502211176001
38,5460.602211176
39,5460.702211176001
40,5460.802211176001
41,5460.9022111760005
42,5461.002211176001
43,5461.102211176
44,5461.202211176001
45,5461.302211176001
46,5461.4022111760005
47,5461.502211176001
48,5461.602211176
49,5461.702211176001
50,5461.802211176001
51,5461.9022111760005
52,5462.002211176001
53,5462.102211176
54,5462.202211176001
55,5462.302211176001
56,5462.4022111760005
57,5462.502211176001
58,5462.602211176
59,5462.702211176001
60,5462.802211176001
61,5462.9022111760005
62,5463.002211176001
63,5463.102211176
64,5463.202211176001
65,5463.302211176001
66,5463.4022111760005
67,5463.502211176001
68,5463.602211176
69,5463.702211176001
70,5463.802211176001
71,5463.9022111760005
72,5464.002211176001
73,5464.102211176
74,5464.202211176001
75,5464.302211176001
76,5464.4022111760005
77,5464.502211176001
78,5464.602211176
79,5464.702211176001
80,5464.802211176001
81,5464.9022111760005
82,5465.002211176001
83,5465.102211176
84,5465.202211176001
85,5465.302211176001
86,5465.4022111760005
87,5465.502211176001
88,5465.602211176
89,5465.702211176001
90,5465.802211176001
91,5465.9022111760005
92,5466.002211176001
93,5466.102211176
94,5466.202211176001
95,5466.302211176001
96,5466.4022111760005
97,5466.502211176001
98,5466.602211176
99,5466.702211176001
100,5466.802211176001
101,5466.9022111760005
102,5467.002211176001
103,5467.102211176
104,5467.202211176001
105,5467.302211176001
106,5467.4022111760005
107,5467.502211176001
108,5467.602211176
109,5467.702211176001
110,5467.802211176001
111,5467.9022111760005
112,5468.002211176001
113,5468.102211176
114,5468.202211176001
115,5468.302211176001
116,5468.4022111760005
117,5468.502211176001
118,5468.602211176
119,5468.702211176001
120,5468.802211176001
121,5468.9022111760005
122,5469.002211176001
123,5469.102211176
124,5469.202211176001
125,5469.302211176001
126,5469.4022111760005
127,5469.502211176001
128,5469.602211176
129,5469.702211176001
130,5469.802211176001
131,5469.9022111760005
132,5470.002211176001
133,5470.102211176
134,5470.202211176001
135,5470.302211176001
136,5470.4022111760005
137,5470.502211176001
138,5470.602211176
139,5470.702211176001
140,5470.802211176001
141,5470.9022111760005
142,5471.002211176001
143,5471.102211176
144,5471.202211176001
145,5471.302211176001
146,5471.4022111760005
147,5471.502211176001
148,5471.602211176
149,5471.702211176001
150,5471.802211176001
151,5471.9022111760005
152,5472.002211176001
153,5472.102211176
154,5472.202211176001
155,5472.302211176001
156,5472.4022111760005
157,5472.502211176001
158,5472.602211176
159,5472.702211176001
160,5472.802211176001
161,5472.9022111760005
162,5473.002211176001
163,5473.102211176
164,5473.202211176001
165,5473.302211176001
166,5473.4022111760005
167,5473.502211176001
168,5473.602211176
169,5473.702211176001
170,5473.802211176001
171,5473.9022111760005
172,5474.002211176001
173,5474.102211176
174,5474.202211176001
175,5474.302211176001
176,5474.4022111760005
177,5474.502211176001
178,5474.602211176
179,5474.702211176001
180,5474.802211176001
181,5474.9022111760005
182,5475.002211176001
183,5475.102211176
184,5475.202211176001
185,5475.302211176001
186,5475.4022111760005
187,5475.502211176001
188,5475.602211176
189,5475.702211176001
190,5475.802211176001
191,5475.9022111760005
192,5476.002211176001
193,5476.102211176
194,5476.202211176001
195,5476.302211176001
196,5476.4022111760005
197,5476.502211176001
198,5476.602211176
